Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Customer_ID,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Region
PT003,Term,Term life insurance policy,10814,WholeLife Policy 10814,405,5000,Monthly,2012-01-20,2013-01-19,2013-03-07,2013-02-05,400000,1038.15,EAST
PT002,WholeLife,Whole life insurance policy,10815,Term Policy 10815,405,15000,Quarterly,2009-10-18,2011-10-18,2010-05-30,2010-04-30,1000000,12436.81,EAST
PT002,WholeLife,Whole life insurance policy,10816,Auto Policy 10816,406,15000,Quarterly,2013-08-25,2015-08-25,2014-07-20,2014-06-20,300000,5283.37,SOUTH
PT002,WholeLife,Whole life insurance policy,10817,Home Policy 10817,406,15000,Annual,2011-03-28,2016-03-26,2012-08-09,2012-07-10,1000000,10049.12,SOUTH
PT002,WholeLife,Whole life insurance policy,10818,Home Policy 10818,406,20000,Quarterly,2019-07-01,2021-06-30,2020-04-08,2020-03-09,1000000,8448.97,SOUTH
PT003,Term,Term life insurance policy,10819,WholeLife Policy 10819,407,25000,Monthly,2009-06-03,2010-06-03,2010-04-14,2010-03-15,500000,5818.86,WEST
PT001,Auto,Auto insurance policy,10820,Term Policy 10820,407,5000,Monthly,2014-06-13,2015-06-13,2014-11-07,2014-10-08,500000,3105.01,WEST
PT003,Term,Term life insurance policy,10821,Health Policy 10821,408,5000,Annual,2010-04-21,2015-04-20,2010-06-29,2010-05-30,400000,3252.83,EAST
PT001,Auto,Auto insurance policy,10822,Home Policy 10822,408,10000,Quarterly,2005-02-08,2007-02-08,2006-06-13,2006-05-14,300000,8767.97,EAST
PT002,WholeLife,Whole life insurance policy,10823,Auto Policy 10823,408,5000,Annual,2016-12-19,2021-12-18,2018-01-13,2017-12-14,400000,1056.95,EAST
PT005,Home,Home insurance policy,10824,Auto Policy 10824,409,10000,Annual,2014-04-24,2019-04-23,2014-12-02,2014-11-02,400000,7275.85,EAST
PT001,Auto,Auto insurance policy,10825,Health Policy 10825,409,25000,Annual,2006-10-16,2011-10-15,2007-08-24,2007-07-25,400000,15715.61,EAST
PT001,Auto,Auto insurance policy,10826,Term Policy 10826,410,12500,Quarterly,2020-08-15,2022-08-15,2021-09-07,2021-08-08,1000000,10962.58,WEST
PT003,Term,Term life insurance policy,10827,Auto Policy 10827,410,5000,Annual,2013-05-22,2018-05-21,2013-11-12,2013-10-13,200000,1167.42,WEST
PT005,Home,Home insurance policy,10828,WholeLife Policy 10828,411,25000,Quarterly,2007-05-12,2009-05-11,2008-07-15,2008-06-15,800000,12624.44,EAST
PT004,Health,Health insurance policy,10829,Auto Policy 10829,412,25000,Annual,2009-04-15,2014-04-14,2010-08-05,2010-07-06,400000,20800.41,EAST
PT005,Home,Home insurance policy,10830,Auto Policy 10830,413,5000,Monthly,2010-10-29,2011-10-29,2011-06-01,2011-05-02,200000,1262.65,WEST
PT002,WholeLife,Whole life insurance policy,10831,Home Policy 10831,414,20000,Quarterly,2013-07-07,2015-07-07,2013-11-14,2013-10-15,300000,12168.34,SOUTH
PT003,Term,Term life insurance policy,10832,Auto Policy 10832,414,25000,Quarterly,2007-11-01,2009-10-31,2009-01-19,2008-12-20,300000,15222.28,SOUTH
PT005,Home,Home insurance policy,10833,Health Policy 10833,415,15000,Monthly,2019-12-28,2020-12-27,2020-06-28,2020-05-29,600000,9067.79,NORTH
PT003,Term,Term life insurance policy,10834,Health Policy 10834,415,25000,Quarterly,2011-04-18,2013-04-17,2012-02-19,2012-01-20,800000,8952.03,NORTH
PT001,Auto,Auto insurance policy,10835,Term Policy 10835,416,10000,Monthly,2020-12-15,2021-12-15,2022-04-16,2022-03-17,600000,8110.11,NORTH
PT003,Term,Term life insurance policy,10836,WholeLife Policy 10836,416,5000,Monthly,2020-08-03,2021-08-03,2020-11-01,2020-10-02,500000,1743.66,NORTH
PT005,Home,Home insurance policy,10837,WholeLife Policy 10837,417,7500,Quarterly,2015-07-03,2017-07-02,2015-10-24,2015-09-24,500000,3287.36,WEST
PT004,Health,Health insurance policy,10838,Home Policy 10838,417,25000,Annual,2016-11-01,2021-10-31,2018-01-24,2017-12-25,400000,21526.67,WEST
PT001,Auto,Auto insurance policy,10839,Health Policy 10839,417,25000,Monthly,2019-09-13,2020-09-12,2020-01-05,2019-12-06,600000,20997.19,WEST
PT005,Home,Home insurance policy,10840,Term Policy 10840,418,25000,Quarterly,2013-08-25,2015-08-25,2014-07-13,2014-06-13,600000,8552.86,SOUTH
PT003,Term,Term life insurance policy,10841,WholeLife Policy 10841,419,12500,Quarterly,2006-07-17,2008-07-16,2007-09-01,2007-08-02,300000,5187.53,WEST
PT002,WholeLife,Whole life insurance policy,10842,Home Policy 10842,419,7500,Monthly,2019-07-18,2020-07-17,2020-12-07,2020-11-07,500000,2062.66,WEST
PT004,Health,Health insurance policy,10843,WholeLife Policy 10843,420,7500,Quarterly,2005-05-16,2007-05-16,2005-07-29,2005-06-29,400000,4000.26,WEST
PT005,Home,Home insurance policy,10844,Health Policy 10844,421,5000,Quarterly,2012-11-23,2014-11-23,2013-03-06,2013-02-04,600000,2240.49,SOUTH
PT005,Home,Home insurance policy,10845,WholeLife Policy 10845,421,15000,Quarterly,2008-05-18,2010-05-18,2009-04-03,2009-03-04,500000,6504.26,SOUTH
PT003,Term,Term life insurance policy,10846,Health Policy 10846,421,5000,Quarterly,2011-02-12,2013-02-11,2012-03-10,2012-02-09,200000,2338.83,SOUTH
PT004,Health,Health insurance policy,10847,WholeLife Policy 10847,422,12500,Monthly,2011-08-06,2012-08-05,2012-08-04,2012-07-05,300000,4914.35,EAST
PT003,Term,Term life insurance policy,10848,Home Policy 10848,422,12500,Annual,2016-01-27,2021-01-25,2017-03-10,2017-02-08,200000,2936.38,EAST
PT004,Health,Health insurance policy,10849,Auto Policy 10849,423,5000,Monthly,2009-12-04,2010-12-04,2010-11-23,2010-10-24,200000,1931.62,NORTH
PT004,Health,Health insurance policy,10850,Home Policy 10850,424,7500,Quarterly,2007-04-08,2009-04-07,2008-05-30,2008-04-30,600000,5258.07,SOUTH
PT002,WholeLife,Whole life insurance policy,10851,Health Policy 10851,425,20000,Monthly,2007-04-10,2008-04-09,2008-09-01,2008-08-02,1000000,13683.57,NORTH
PT005,Home,Home insurance policy,10852,Health Policy 10852,425,25000,Monthly,2009-08-13,2010-08-13,2010-04-07,2010-03-08,300000,16145.74,NORTH
PT002,WholeLife,Whole life insurance policy,10853,Home Policy 10853,426,5000,Annual,2011-06-18,2016-06-16,2011-11-19,2011-10-20,200000,2761.34,NORTH
PT001,Auto,Auto insurance policy,10854,Home Policy 10854,426,10000,Annual,2015-09-11,2020-09-09,2017-02-16,2017-01-17,1000000,6815.55,NORTH
PT004,Health,Health insurance policy,10855,WholeLife Policy 10855,426,5000,Annual,2012-01-26,2017-01-24,2012-06-29,2012-05-30,300000,2162.54,NORTH
PT003,Term,Term life insurance policy,10856,WholeLife Policy 10856,427,12500,Annual,2005-04-15,2010-04-14,2005-12-02,2005-11-02,500000,2682.23,NORTH
PT001,Auto,Auto insurance policy,10857,Term Policy 10857,427,20000,Monthly,2006-09-23,2007-09-23,2008-02-01,2008-01-02,1000000,4136.27,NORTH
PT005,Home,Home insurance policy,10858,Health Policy 10858,428,12500,Monthly,2018-01-30,2019-01-30,2018-08-04,2018-07-05,1000000,6634.97,SOUTH
PT005,Home,Home insurance policy,10859,Auto Policy 10859,428,20000,Annual,2005-05-23,2010-05-22,2006-09-22,2006-08-23,400000,7196.03,SOUTH
PT003,Term,Term life insurance policy,10860,WholeLife Policy 10860,429,5000,Monthly,2008-04-15,2009-04-15,2009-07-30,2009-06-30,400000,3576.65,SOUTH
PT001,Auto,Auto insurance policy,10861,Health Policy 10861,429,10000,Annual,2016-01-03,2021-01-01,2016-07-12,2016-06-12,600000,6643.86,SOUTH
PT005,Home,Home insurance policy,10862,Term Policy 10862,429,5000,Quarterly,2013-03-04,2015-03-04,2013-10-30,2013-09-30,1000000,2053.97,SOUTH
PT001,Auto,Auto insurance policy,10863,Home Policy 10863,430,12500,Annual,2019-11-22,2024-11-20,2020-06-07,2020-05-08,200000,8500.61,WEST
PT003,Term,Term life insurance policy,10864,Auto Policy 10864,430,25000,Quarterly,2008-04-26,2010-04-26,2009-05-28,2009-04-28,300000,22396.52,WEST
PT005,Home,Home insurance policy,10865,Health Policy 10865,431,15000,Monthly,2005-09-11,2006-09-11,2006-11-01,2006-10-02,800000,13219.55,SOUTH
PT001,Auto,Auto insurance policy,10866,Term Policy 10866,431,5000,Annual,2009-08-18,2014-08-17,2010-04-28,2010-03-29,300000,3235.57,SOUTH
PT004,Health,Health insurance policy,10867,Home Policy 10867,432,7500,Annual,2015-01-29,2020-01-28,2016-07-08,2016-06-08,400000,5065.1,WEST
PT002,WholeLife,Whole life insurance policy,10868,Term Policy 10868,432,12500,Annual,2013-10-09,2018-10-08,2014-05-15,2014-04-15,400000,4167.51,WEST
PT001,Auto,Auto insurance policy,10869,Home Policy 10869,433,25000,Quarterly,2020-09-28,2022-09-28,2021-01-28,2020-12-29,600000,12585.54,EAST
PT005,Home,Home insurance policy,10870,Health Policy 10870,433,10000,Quarterly,2017-09-17,2019-09-17,2017-11-20,2017-10-21,200000,5492.49,EAST
PT003,Term,Term life insurance policy,10871,WholeLife Policy 10871,433,7500,Annual,2015-06-18,2020-06-16,2016-01-12,2015-12-13,600000,4774.92,EAST
PT003,Term,Term life insurance policy,10872,WholeLife Policy 10872,434,10000,Quarterly,2011-10-24,2013-10-23,2013-02-04,2013-01-05,200000,4063.09,WEST
PT005,Home,Home insurance policy,10873,Health Policy 10873,434,10000,Monthly,2005-12-02,2006-12-02,2006-11-30,2006-10-31,1000000,2864.05,WEST
PT002,WholeLife,Whole life insurance policy,10874,Health Policy 10874,434,12500,Monthly,2011-11-11,2012-11-10,2012-12-13,2012-11-13,400000,9798.46,WEST
PT002,WholeLife,Whole life insurance policy,10875,Term Policy 10875,435,10000,Quarterly,2008-02-03,2010-02-02,2009-06-16,2009-05-17,1000000,5513.95,WEST
PT001,Auto,Auto insurance policy,10876,WholeLife Policy 10876,436,10000,Annual,2006-12-06,2011-12-05,2008-02-14,2008-01-15,300000,3377.09,SOUTH
PT003,Term,Term life insurance policy,10877,Home Policy 10877,436,7500,Quarterly,2006-10-24,2008-10-23,2007-08-22,2007-07-23,200000,6397.91,SOUTH
PT003,Term,Term life insurance policy,10878,WholeLife Policy 10878,436,12500,Annual,2020-03-21,2025-03-20,2020-12-10,2020-11-10,500000,10960.43,SOUTH
PT002,WholeLife,Whole life insurance policy,10879,Term Policy 10879,437,10000,Annual,2011-10-11,2016-10-09,2012-09-23,2012-08-24,300000,5050.71,SOUTH
PT002,WholeLife,Whole life insurance policy,10880,Home Policy 10880,438,25000,Annual,2008-02-15,2013-02-13,2008-08-21,2008-07-22,300000,7374.59,NORTH
PT002,WholeLife,Whole life insurance policy,10881,Home Policy 10881,438,10000,Quarterly,2009-06-23,2011-06-23,2010-01-21,2009-12-22,200000,5966.66,NORTH
PT005,Home,Home insurance policy,10882,Health Policy 10882,439,12500,Monthly,2017-03-30,2018-03-30,2018-08-20,2018-07-21,1000000,9796.21,NORTH
PT003,Term,Term life insurance policy,10883,Auto Policy 10883,439,12500,Annual,2008-02-10,2013-02-08,2008-09-17,2008-08-18,800000,6908.38,NORTH
PT001,Auto,Auto insurance policy,10884,Term Policy 10884,439,12500,Quarterly,2015-07-04,2017-07-03,2016-04-04,2016-03-05,500000,10912.66,NORTH
PT005,Home,Home insurance policy,10885,Auto Policy 10885,440,25000,Monthly,2017-07-15,2018-07-15,2017-10-28,2017-09-28,500000,18227.49,NORTH
PT003,Term,Term life insurance policy,10886,Home Policy 10886,440,15000,Monthly,2011-10-14,2012-10-13,2012-06-21,2012-05-22,600000,4336.39,NORTH
PT001,Auto,Auto insurance policy,10887,Home Policy 10887,441,25000,Monthly,2011-08-01,2012-07-31,2012-04-18,2012-03-19,1000000,7203.88,SOUTH
PT004,Health,Health insurance policy,10888,Auto Policy 10888,441,12500,Annual,2015-05-20,2020-05-18,2015-08-15,2015-07-16,1000000,3240.77,SOUTH
PT002,WholeLife,Whole life insurance policy,10889,Term Policy 10889,441,10000,Monthly,2019-07-30,2020-07-29,2019-11-16,2019-10-17,600000,7753.58,SOUTH
PT002,WholeLife,Whole life insurance policy,10890,Health Policy 10890,442,25000,Quarterly,2020-06-28,2022-06-28,2020-10-28,2020-09-28,200000,17958.28,NORTH
PT002,WholeLife,Whole life insurance policy,10891,Home Policy 10891,442,7500,Annual,2006-03-11,2011-03-10,2006-07-22,2006-06-22,600000,4450.76,NORTH
PT002,WholeLife,Whole life insurance policy,10892,Health Policy 10892,442,20000,Monthly,2008-01-23,2009-01-22,2009-06-02,2009-05-03,800000,6166.86,NORTH
PT004,Health,Health insurance policy,10893,Term Policy 10893,443,15000,Quarterly,2005-02-22,2007-02-22,2005-08-03,2005-07-04,800000,4204.44,WEST
PT004,Health,Health insurance policy,10894,Auto Policy 10894,443,5000,Annual,2008-06-07,2013-06-06,2008-09-24,2008-08-25,600000,1865.22,WEST
PT003,Term,Term life insurance policy,10895,Auto Policy 10895,443,25000,Monthly,2015-08-17,2016-08-16,2016-05-30,2016-04-30,600000,11837.49,WEST
PT002,WholeLife,Whole life insurance policy,10896,Term Policy 10896,444,7500,Quarterly,2014-01-28,2016-01-28,2014-07-27,2014-06-27,1000000,5919.03,WEST
PT004,Health,Health insurance policy,10897,Term Policy 10897,445,12500,Annual,2018-09-29,2023-09-28,2019-10-30,2019-09-30,1000000,7900.14,SOUTH
PT003,Term,Term life insurance policy,10898,Health Policy 10898,445,5000,Annual,2008-04-13,2013-04-12,2008-08-23,2008-07-24,300000,3864.93,SOUTH
PT004,Health,Health insurance policy,10899,WholeLife Policy 10899,445,20000,Annual,2008-10-30,2013-10-29,2009-10-04,2009-09-04,800000,6804.91,SOUTH
PT005,Home,Home insurance policy,10900,Term Policy 10900,446,5000,Annual,2011-06-30,2016-06-28,2012-05-07,2012-04-07,600000,2285.69,EAST
PT001,Auto,Auto insurance policy,10901,Term Policy 10901,446,20000,Quarterly,2013-10-10,2015-10-10,2014-02-01,2014-01-02,1000000,10495.49,EAST
PT005,Home,Home insurance policy,10902,WholeLife Policy 10902,447,12500,Quarterly,2005-08-18,2007-08-18,2006-08-01,2006-07-02,200000,5907.51,WEST
PT004,Health,Health insurance policy,10903,Home Policy 10903,447,20000,Monthly,2011-10-17,2012-10-16,2013-03-17,2013-02-15,800000,13200.68,WEST
PT005,Home,Home insurance policy,10904,Auto Policy 10904,448,12500,Monthly,2012-12-15,2013-12-15,2013-10-05,2013-09-05,800000,4922.91,EAST
PT003,Term,Term life insurance policy,10905,WholeLife Policy 10905,448,25000,Annual,2013-01-09,2018-01-08,2013-11-22,2013-10-23,1000000,8688.65,EAST
PT002,WholeLife,Whole life insurance policy,10906,Home Policy 10906,449,5000,Annual,2013-10-05,2018-10-04,2014-11-04,2014-10-05,300000,1529.91,NORTH
PT004,Health,Health insurance policy,10907,Home Policy 10907,449,20000,Quarterly,2012-08-11,2014-08-11,2013-11-16,2013-10-17,1000000,5960.55,NORTH
PT004,Health,Health insurance policy,10908,Term Policy 10908,449,25000,Monthly,2013-11-02,2014-11-02,2014-09-05,2014-08-06,800000,11589.15,NORTH
PT002,WholeLife,Whole life insurance policy,10909,Home Policy 10909,450,15000,Monthly,2019-10-13,2020-10-12,2020-08-27,2020-07-28,800000,11141.68,SOUTH
PT001,Auto,Auto insurance policy,10910,Home Policy 10910,450,20000,Monthly,2010-10-25,2011-10-25,2011-10-21,2011-09-21,400000,17372.72,SOUTH
PT003,Term,Term life insurance policy,10911,Home Policy 10911,451,5000,Quarterly,2018-11-07,2020-11-06,2019-01-21,2018-12-22,200000,3982.11,NORTH
PT004,Health,Health insurance policy,10912,WholeLife Policy 10912,451,20000,Monthly,2010-03-14,2011-03-14,2011-01-23,2010-12-24,200000,17079.27,NORTH
PT004,Health,Health insurance policy,10913,Term Policy 10913,452,25000,Annual,2010-03-12,2015-03-11,2010-07-03,2010-06-03,300000,20746.4,WEST
PT005,Home,Home insurance policy,10914,WholeLife Policy 10914,452,5000,Quarterly,2013-08-13,2015-08-13,2014-08-21,2014-07-22,200000,1876.69,WEST
PT002,WholeLife,Whole life insurance policy,10915,Auto Policy 10915,453,15000,Quarterly,2014-11-27,2016-11-26,2016-03-31,2016-03-01,800000,3309.32,WEST
PT002,WholeLife,Whole life insurance policy,10916,Term Policy 10916,454,12500,Annual,2007-06-01,2012-05-30,2007-10-07,2007-09-07,500000,11152.62,NORTH
PT004,Health,Health insurance policy,10917,Home Policy 10917,455,10000,Monthly,2009-06-25,2010-06-25,2010-04-05,2010-03-06,500000,6751.94,WEST
PT005,Home,Home insurance policy,10918,WholeLife Policy 10918,455,7500,Annual,2009-07-07,2014-07-06,2010-10-26,2010-09-26,500000,4274.78,WEST
PT001,Auto,Auto insurance policy,10919,WholeLife Policy 10919,455,5000,Annual,2006-12-06,2011-12-05,2008-01-12,2007-12-13,800000,1336.72,WEST
PT003,Term,Term life insurance policy,10920,WholeLife Policy 10920,456,25000,Quarterly,2005-02-12,2007-02-12,2006-01-28,2005-12-29,500000,14565.16,EAST
PT002,WholeLife,Whole life insurance policy,10921,Term Policy 10921,457,20000,Annual,2009-02-27,2014-02-26,2010-03-22,2010-02-20,800000,11394.16,EAST
PT005,Home,Home insurance policy,10922,WholeLife Policy 10922,458,15000,Quarterly,2017-10-17,2019-10-17,2018-06-16,2018-05-17,400000,9494.03,NORTH
PT001,Auto,Auto insurance policy,10923,WholeLife Policy 10923,459,12500,Quarterly,2006-07-05,2008-07-04,2007-03-14,2007-02-12,800000,10147.3,NORTH
PT002,WholeLife,Whole life insurance policy,10924,Home Policy 10924,459,25000,Monthly,2006-10-03,2007-10-03,2007-05-03,2007-04-03,600000,6765.98,NORTH
PT001,Auto,Auto insurance policy,10925,Health Policy 10925,459,15000,Monthly,2010-03-04,2011-03-04,2010-10-19,2010-09-19,600000,3236.7,NORTH
PT004,Health,Health insurance policy,10926,Term Policy 10926,460,10000,Annual,2013-10-04,2018-10-03,2015-02-22,2015-01-23,200000,8100.31,EAST
PT002,WholeLife,Whole life insurance policy,10927,Term Policy 10927,460,15000,Annual,2006-09-05,2011-09-04,2008-01-14,2007-12-15,300000,8436.48,EAST
PT004,Health,Health insurance policy,10928,Home Policy 10928,461,15000,Quarterly,2012-01-02,2014-01-01,2012-12-06,2012-11-06,200000,10323.94,NORTH
PT005,Home,Home insurance policy,10929,Auto Policy 10929,461,10000,Quarterly,2018-01-27,2020-01-27,2018-04-12,2018-03-13,800000,2225.92,NORTH
PT001,Auto,Auto insurance policy,10930,Health Policy 10930,461,10000,Monthly,2010-11-08,2011-11-08,2011-02-06,2011-01-07,1000000,2975.02,NORTH
PT002,WholeLife,Whole life insurance policy,10931,Term Policy 10931,462,7500,Monthly,2019-11-18,2020-11-17,2020-02-23,2020-01-24,500000,5729.73,EAST
PT004,Health,Health insurance policy,10932,Home Policy 10932,462,25000,Annual,2018-09-07,2023-09-06,2019-12-24,2019-11-24,1000000,5618.84,EAST
PT004,Health,Health insurance policy,10933,Auto Policy 10933,462,20000,Annual,2014-05-03,2019-05-02,2014-08-12,2014-07-13,600000,16425.26,EAST
PT003,Term,Term life insurance policy,10934,WholeLife Policy 10934,463,5000,Annual,2011-01-26,2016-01-25,2011-04-14,2011-03-15,200000,2738.09,EAST
PT003,Term,Term life insurance policy,10935,WholeLife Policy 10935,463,12500,Quarterly,2019-08-03,2021-08-02,2020-03-05,2020-02-04,500000,9338.49,EAST
PT003,Term,Term life insurance policy,10936,Auto Policy 10936,464,25000,Monthly,2006-03-30,2007-03-30,2007-07-18,2007-06-18,1000000,8433.05,EAST
PT002,WholeLife,Whole life insurance policy,10937,Health Policy 10937,465,20000,Annual,2020-04-18,2025-04-17,2021-03-26,2021-02-24,200000,10750.43,EAST
PT001,Auto,Auto insurance policy,10938,Health Policy 10938,465,7500,Annual,2013-06-18,2018-06-17,2014-08-11,2014-07-12,500000,3740.88,EAST
PT001,Auto,Auto insurance policy,10939,WholeLife Policy 10939,465,5000,Quarterly,2007-08-05,2009-08-04,2009-01-08,2008-12-09,600000,2286.98,EAST
PT002,WholeLife,Whole life insurance policy,10940,Term Policy 10940,466,7500,Monthly,2014-10-17,2015-10-17,2015-02-01,2015-01-02,300000,4590.24,SOUTH
PT003,Term,Term life insurance policy,10941,Health Policy 10941,467,5000,Annual,2017-01-10,2022-01-09,2017-03-18,2017-02-16,1000000,4056.4,SOUTH
PT005,Home,Home insurance policy,10942,Auto Policy 10942,468,7500,Monthly,2006-09-20,2007-09-20,2007-02-19,2007-01-20,500000,2983.63,EAST
PT001,Auto,Auto insurance policy,10943,Term Policy 10943,469,7500,Annual,2018-07-06,2023-07-05,2018-11-09,2018-10-10,400000,4682.15,WEST
PT002,WholeLife,Whole life insurance policy,10944,Health Policy 10944,469,20000,Monthly,2019-10-01,2020-09-30,2020-01-08,2019-12-09,200000,7502.78,WEST
PT003,Term,Term life insurance policy,10945,WholeLife Policy 10945,470,20000,Annual,2016-02-07,2021-02-05,2016-10-06,2016-09-06,1000000,16566.96,EAST
PT001,Auto,Auto insurance policy,10946,WholeLife Policy 10946,470,10000,Annual,2014-12-13,2019-12-12,2016-03-16,2016-02-15,400000,5859.84,EAST
PT001,Auto,Auto insurance policy,10947,WholeLife Policy 10947,470,10000,Quarterly,2016-10-25,2018-10-25,2017-09-27,2017-08-28,800000,5524.12,EAST
PT004,Health,Health insurance policy,10948,Term Policy 10948,471,15000,Annual,2014-03-20,2019-03-19,2014-10-09,2014-09-09,500000,3823.68,EAST
PT004,Health,Health insurance policy,10949,Home Policy 10949,472,20000,Quarterly,2010-03-04,2012-03-03,2010-08-18,2010-07-19,600000,5718.47,SOUTH
PT005,Home,Home insurance policy,10950,WholeLife Policy 10950,473,20000,Monthly,2005-10-21,2006-10-21,2006-11-17,2006-10-18,500000,14698.69,EAST
PT005,Home,Home insurance policy,10951,Auto Policy 10951,473,25000,Quarterly,2005-06-24,2007-06-24,2006-01-08,2005-12-09,200000,9864.43,EAST
PT003,Term,Term life insurance policy,10952,Health Policy 10952,473,5000,Monthly,2011-09-27,2012-09-26,2013-02-05,2013-01-06,400000,3134.12,EAST
PT003,Term,Term life insurance policy,10953,Auto Policy 10953,474,12500,Quarterly,2013-08-01,2015-08-01,2014-01-22,2013-12-23,200000,4300.14,NORTH
PT004,Health,Health insurance policy,10954,WholeLife Policy 10954,474,15000,Quarterly,2019-10-21,2021-10-20,2020-11-22,2020-10-23,200000,6204.05,NORTH
PT004,Health,Health insurance policy,10955,Term Policy 10955,475,25000,Annual,2005-08-01,2010-07-31,2006-11-28,2006-10-29,400000,20880.37,SOUTH
PT002,WholeLife,Whole life insurance policy,10956,Home Policy 10956,475,10000,Monthly,2009-11-09,2010-11-09,2011-03-08,2011-02-06,800000,6350.71,SOUTH
PT002,WholeLife,Whole life insurance policy,10957,Health Policy 10957,475,15000,Monthly,2006-04-13,2007-04-13,2007-06-16,2007-05-17,500000,12790.96,SOUTH
PT004,Health,Health insurance policy,10958,Home Policy 10958,476,15000,Quarterly,2015-05-26,2017-05-25,2016-05-10,2016-04-10,800000,11074.63,SOUTH
PT001,Auto,Auto insurance policy,10959,Term Policy 10959,476,12500,Quarterly,2008-08-24,2010-08-24,2009-02-21,2009-01-22,800000,3653.89,SOUTH
PT001,Auto,Auto insurance policy,10960,Term Policy 10960,477,5000,Quarterly,2020-04-23,2022-04-23,2021-07-21,2021-06-21,300000,2899.82,EAST
PT002,WholeLife,Whole life insurance policy,10961,Home Policy 10961,478,15000,Monthly,2013-11-07,2014-11-07,2014-07-10,2014-06-10,400000,5821.85,NORTH
PT001,Auto,Auto insurance policy,10962,Term Policy 10962,478,5000,Annual,2019-08-25,2024-08-23,2020-03-29,2020-02-28,200000,2989.54,NORTH
PT004,Health,Health insurance policy,10963,Term Policy 10963,479,12500,Quarterly,2009-01-04,2011-01-04,2009-10-16,2009-09-16,200000,2577.62,SOUTH
PT004,Health,Health insurance policy,10964,Auto Policy 10964,479,20000,Quarterly,2013-01-17,2015-01-17,2013-12-27,2013-11-27,1000000,7049.79,SOUTH
PT002,WholeLife,Whole life insurance policy,10965,Home Policy 10965,480,15000,Quarterly,2006-10-14,2008-10-13,2007-05-22,2007-04-22,600000,13009.58,NORTH
PT005,Home,Home insurance policy,10966,WholeLife Policy 10966,481,10000,Quarterly,2010-10-15,2012-10-14,2011-08-24,2011-07-25,1000000,2890.56,EAST
PT001,Auto,Auto insurance policy,10967,WholeLife Policy 10967,481,20000,Annual,2008-04-18,2013-04-17,2008-10-14,2008-09-14,200000,5602.25,EAST
PT004,Health,Health insurance policy,10968,WholeLife Policy 10968,482,25000,Annual,2020-05-08,2025-05-07,2021-04-29,2021-03-30,500000,10553.35,WEST
PT001,Auto,Auto insurance policy,10969,WholeLife Policy 10969,483,10000,Annual,2006-05-14,2011-05-13,2006-07-21,2006-06-21,400000,6748.71,WEST
PT005,Home,Home insurance policy,10970,Term Policy 10970,483,5000,Annual,2017-02-14,2022-02-13,2017-08-13,2017-07-14,600000,2224.05,WEST
