Policy_Id,Customer_ID,Premium_Amt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Next_Premium_Dt,Actual_Premium_Paid_Dt,Region
10041,22,20000,500000,7676.75,2014-05-07,2013-07-09,SOUTH
10042,22,10000,1000000,4674.03,2015-07-18,2014-10-02,SOUTH
10042,22,10000,1000000,4674.03,2015-07-18,2014-11-01,SOUTH
10042,22,10000,1000000,4674.03,2015-07-18,2014-12-01,SOUTH
10042,22,10000,1000000,4674.03,2015-07-18,2014-12-31,SOUTH
10042,22,10000,1000000,4674.03,2015-07-18,2015-01-30,SOUTH
10043,22,5000,200000,2859.53,2018-05-05,2016-11-22,SOUTH
10043,22,5000,200000,2859.53,2018-05-05,2016-12-22,SOUTH
10043,22,5000,200000,2859.53,2018-05-05,2017-01-21,SOUTH
10043,22,5000,200000,2859.53,2018-05-05,2017-02-20,SOUTH
10043,22,5000,200000,2859.53,2018-05-05,2017-03-22,SOUTH
10044,23,25000,400000,9730.71,2019-04-30,2018-09-11,WEST
10044,23,25000,400000,9730.71,2019-04-30,2018-10-11,WEST
10044,23,25000,400000,9730.71,2019-04-30,2018-11-10,WEST
10044,23,25000,400000,9730.71,2019-04-30,2018-12-10,WEST
10045,23,15000,500000,11118.09,2011-07-16,2010-09-23,WEST
10045,23,15000,500000,11118.09,2011-07-16,2010-10-23,WEST
10045,23,15000,500000,11118.09,2011-07-16,2010-11-22,WEST
10045,23,15000,500000,11118.09,2011-07-16,2010-12-22,WEST
10045,23,15000,500000,11118.09,2011-07-16,2011-01-21,WEST
10046,24,25000,300000,10904.62,2020-12-18,2020-01-27,EAST
10047,24,5000,800000,3910.91,2012-03-15,2012-01-11,EAST
10047,24,5000,800000,3910.91,2012-03-15,2012-02-10,EAST
10047,24,5000,800000,3910.91,2012-03-15,2012-03-11,EAST
10047,24,5000,800000,3910.91,2012-03-15,2012-04-10,EAST
10048,24,15000,200000,7682.39,2015-05-07,2014-03-23,EAST
10048,24,15000,200000,7682.39,2015-05-07,2014-04-22,EAST
10048,24,15000,200000,7682.39,2015-05-07,2014-05-22,EAST
10048,24,15000,200000,7682.39,2015-05-07,2014-06-21,EAST
10048,24,15000,200000,7682.39,2015-05-07,2014-07-21,EAST
10049,25,5000,200000,1321.79,2011-09-07,2010-08-26,WEST
10049,25,5000,200000,1321.79,2011-09-07,2010-09-25,WEST
10049,25,5000,200000,1321.79,2011-09-07,2010-10-25,WEST
10050,26,5000,800000,1302.35,2018-10-11,2018-06-12,EAST
10051,26,20000,1000000,13070.68,2009-05-04,2007-12-01,EAST
10051,26,20000,1000000,13070.68,2009-05-04,2007-12-31,EAST
10051,26,20000,1000000,13070.68,2009-05-04,2008-01-30,EAST
10052,26,7500,400000,3951.52,2008-01-24,2007-06-28,EAST
10053,27,20000,800000,14781.67,2012-06-11,2011-03-15,EAST
10053,27,20000,800000,14781.67,2012-06-11,2011-04-14,EAST
10053,27,20000,800000,14781.67,2012-06-11,2011-05-14,EAST
10054,28,25000,200000,11800.33,2007-05-12,2006-08-30,WEST
10054,28,25000,200000,11800.33,2007-05-12,2006-09-29,WEST
10055,28,7500,500000,4081.54,2011-01-20,2010-10-17,WEST
10055,28,7500,500000,4081.54,2011-01-20,2010-11-16,WEST
10055,28,7500,500000,4081.54,2011-01-20,2010-12-16,WEST
10055,28,7500,500000,4081.54,2011-01-20,2011-01-15,WEST
10056,29,20000,500000,6014.22,2014-02-14,2013-10-22,EAST
10056,29,20000,500000,6014.22,2014-02-14,2013-11-21,EAST
10057,30,5000,500000,1906.49,2019-12-09,2018-10-09,SOUTH
10057,30,5000,500000,1906.49,2019-12-09,2018-11-08,SOUTH
10057,30,5000,500000,1906.49,2019-12-09,2018-12-08,SOUTH
10057,30,5000,500000,1906.49,2019-12-09,2019-01-07,SOUTH
10057,30,5000,500000,1906.49,2019-12-09,2019-02-06,SOUTH
10058,30,15000,800000,11160.99,2007-02-25,2006-08-21,SOUTH
10058,30,15000,800000,11160.99,2007-02-25,2006-09-20,SOUTH
10058,30,15000,800000,11160.99,2007-02-25,2006-10-20,SOUTH
10059,31,20000,200000,13304.48,2008-07-22,2008-05-04,SOUTH
10060,32,12500,600000,7009.6,2020-11-13,2020-09-13,EAST
10060,32,12500,600000,7009.6,2020-11-13,2020-10-13,EAST
10060,32,12500,600000,7009.6,2020-11-13,2020-11-12,EAST
10060,32,12500,600000,7009.6,2020-11-13,2020-12-12,EAST
10060,32,12500,600000,7009.6,2020-11-13,2021-01-11,EAST
10061,32,12500,1000000,9333.2,2016-11-27,2015-09-22,EAST
10062,33,12500,800000,9323.51,2011-05-18,2010-01-25,WEST
10063,34,10000,800000,4804.3,2017-08-06,2017-01-03,SOUTH
10063,34,10000,800000,4804.3,2017-08-06,2017-02-02,SOUTH
10064,35,25000,400000,19720.68,2013-06-21,2013-03-12,NORTH
10064,35,25000,400000,19720.68,2013-06-21,2013-04-11,NORTH
10065,35,7500,600000,6579.44,2019-10-01,2019-07-13,NORTH
10065,35,7500,600000,6579.44,2019-10-01,2019-08-12,NORTH
10065,35,7500,600000,6579.44,2019-10-01,2019-09-11,NORTH
10066,35,12500,200000,8527.37,2012-10-01,2011-09-15,NORTH
10066,35,12500,200000,8527.37,2012-10-01,2011-10-15,NORTH
10067,36,20000,300000,4499.78,2019-07-21,2019-03-12,SOUTH
10067,36,20000,300000,4499.78,2019-07-21,2019-04-11,SOUTH
10067,36,20000,300000,4499.78,2019-07-21,2019-05-11,SOUTH
10067,36,20000,300000,4499.78,2019-07-21,2019-06-10,SOUTH
10067,36,20000,300000,4499.78,2019-07-21,2019-07-10,SOUTH
10068,36,12500,500000,9436.47,2018-07-21,2018-04-20,SOUTH
10068,36,12500,500000,9436.47,2018-07-21,2018-05-20,SOUTH
10068,36,12500,500000,9436.47,2018-07-21,2018-06-19,SOUTH
10068,36,12500,500000,9436.47,2018-07-21,2018-07-19,SOUTH
10068,36,12500,500000,9436.47,2018-07-21,2018-08-18,SOUTH
10069,37,25000,1000000,21915.05,2017-01-01,2016-03-17,NORTH
10069,37,25000,1000000,21915.05,2017-01-01,2016-04-16,NORTH
10070,37,5000,400000,3523.54,2007-02-06,2005-10-31,NORTH
10070,37,5000,400000,3523.54,2007-02-06,2005-11-30,NORTH
10070,37,5000,400000,3523.54,2007-02-06,2005-12-30,NORTH
10070,37,5000,400000,3523.54,2007-02-06,2006-01-29,NORTH
10071,37,25000,800000,14154.59,2008-10-01,2007-08-27,NORTH
10071,37,25000,800000,14154.59,2008-10-01,2007-09-26,NORTH
10071,37,25000,800000,14154.59,2008-10-01,2007-10-26,NORTH
10072,38,15000,300000,3387.22,2008-08-09,2008-05-05,NORTH
10073,38,5000,500000,4213.07,2017-05-27,2015-12-20,NORTH
10073,38,5000,500000,4213.07,2017-05-27,2016-01-19,NORTH
10073,38,5000,500000,4213.07,2017-05-27,2016-02-18,NORTH
10074,38,20000,300000,6411.49,2010-08-18,2010-06-12,NORTH
10074,38,20000,300000,6411.49,2010-08-18,2010-07-12,NORTH
10074,38,20000,300000,6411.49,2010-08-18,2010-08-11,NORTH
10074,38,20000,300000,6411.49,2010-08-18,2010-09-10,NORTH
10075,39,15000,300000,9205.95,2008-07-08,2007-03-09,WEST
10075,39,15000,300000,9205.95,2008-07-08,2007-04-08,WEST
10075,39,15000,300000,9205.95,2008-07-08,2007-05-08,WEST
10075,39,15000,300000,9205.95,2008-07-08,2007-06-07,WEST
10076,40,25000,600000,6104.43,2016-08-15,2016-02-25,NORTH
10077,41,20000,500000,5691.23,2013-03-09,2012-07-26,SOUTH
10077,41,20000,500000,5691.23,2013-03-09,2012-08-25,SOUTH
10077,41,20000,500000,5691.23,2013-03-09,2012-09-24,SOUTH
10077,41,20000,500000,5691.23,2013-03-09,2012-10-24,SOUTH
10077,41,20000,500000,5691.23,2013-03-09,2012-11-23,SOUTH
10078,42,10000,1000000,3492.62,2018-07-09,2017-03-30,WEST
10078,42,10000,1000000,3492.62,2018-07-09,2017-04-29,WEST
10078,42,10000,1000000,3492.62,2018-07-09,2017-05-29,WEST
10078,42,10000,1000000,3492.62,2018-07-09,2017-06-28,WEST
10079,42,10000,200000,3917.25,2018-08-20,2018-04-21,WEST
10079,42,10000,200000,3917.25,2018-08-20,2018-05-21,WEST
10080,42,10000,600000,5070.63,2009-03-01,2008-10-08,WEST
10080,42,10000,600000,5070.63,2009-03-01,2008-11-07,WEST
10081,43,25000,1000000,15717.73,2009-01-15,2007-12-29,WEST
10081,43,25000,1000000,15717.73,2009-01-15,2008-01-28,WEST
10082,43,5000,200000,1627.94,2005-07-11,2005-05-09,WEST
10082,43,5000,200000,1627.94,2005-07-11,2005-06-08,WEST
10082,43,5000,200000,1627.94,2005-07-11,2005-07-08,WEST
10082,43,5000,200000,1627.94,2005-07-11,2005-08-07,WEST
10082,43,5000,200000,1627.94,2005-07-11,2005-09-06,WEST
10083,43,15000,400000,10281.79,2021-08-07,2020-11-07,WEST
10083,43,15000,400000,10281.79,2021-08-07,2020-12-07,WEST
10083,43,15000,400000,10281.79,2021-08-07,2021-01-06,WEST
10083,43,15000,400000,10281.79,2021-08-07,2021-02-05,WEST
10084,44,20000,400000,10305.87,2010-07-09,2009-08-16,NORTH
10084,44,20000,400000,10305.87,2010-07-09,2009-09-15,NORTH
10084,44,20000,400000,10305.87,2010-07-09,2009-10-15,NORTH
10084,44,20000,400000,10305.87,2010-07-09,2009-11-14,NORTH
10084,44,20000,400000,10305.87,2010-07-09,2009-12-14,NORTH
10085,44,20000,200000,6520.01,2009-11-30,2008-11-30,NORTH
10086,45,25000,1000000,11087.44,2007-07-25,2006-12-23,NORTH
10086,45,25000,1000000,11087.44,2007-07-25,2007-01-22,NORTH
10087,45,7500,200000,6628.16,2018-06-01,2017-07-05,NORTH
10087,45,7500,200000,6628.16,2018-06-01,2017-08-04,NORTH
10087,45,7500,200000,6628.16,2018-06-01,2017-09-03,NORTH
10087,45,7500,200000,6628.16,2018-06-01,2017-10-03,NORTH
10088,46,7500,500000,4788.94,2018-05-08,2017-02-08,EAST
10088,46,7500,500000,4788.94,2018-05-08,2017-03-10,EAST
10088,46,7500,500000,4788.94,2018-05-08,2017-04-09,EAST
10088,46,7500,500000,4788.94,2018-05-08,2017-05-09,EAST
10088,46,7500,500000,4788.94,2018-05-08,2017-06-08,EAST
10089,46,7500,200000,2283.39,2012-06-24,2011-03-15,EAST
10089,46,7500,200000,2283.39,2012-06-24,2011-04-14,EAST
10089,46,7500,200000,2283.39,2012-06-24,2011-05-14,EAST
10089,46,7500,200000,2283.39,2012-06-24,2011-06-13,EAST
10090,46,7500,800000,1783.64,2016-05-20,2016-02-28,EAST
10090,46,7500,800000,1783.64,2016-05-20,2016-03-29,EAST
10090,46,7500,800000,1783.64,2016-05-20,2016-04-28,EAST
10090,46,7500,800000,1783.64,2016-05-20,2016-05-28,EAST
10091,47,10000,400000,7636.08,2010-09-23,2009-09-13,SOUTH
10091,47,10000,400000,7636.08,2010-09-23,2009-10-13,SOUTH
10091,47,10000,400000,7636.08,2010-09-23,2009-11-12,SOUTH
10092,47,20000,200000,6462.43,2006-11-21,2005-12-21,SOUTH
10092,47,20000,200000,6462.43,2006-11-21,2006-01-20,SOUTH
10092,47,20000,200000,6462.43,2006-11-21,2006-02-19,SOUTH
10093,48,5000,300000,2556.87,2017-09-22,2016-07-20,WEST
10093,48,5000,300000,2556.87,2017-09-22,2016-08-19,WEST
10094,49,20000,800000,8559.59,2015-10-27,2014-05-26,NORTH
10095,49,5000,300000,2444.08,2013-07-06,2012-04-25,NORTH
10096,49,5000,500000,2695.43,2014-05-29,2013-06-04,NORTH
10096,49,5000,500000,2695.43,2014-05-29,2013-07-04,NORTH
10096,49,5000,500000,2695.43,2014-05-29,2013-08-03,NORTH
10096,49,5000,500000,2695.43,2014-05-29,2013-09-02,NORTH
10097,50,12500,300000,5767.99,2010-07-22,2009-11-06,WEST
10097,50,12500,300000,5767.99,2010-07-22,2009-12-06,WEST
10098,50,10000,400000,4351.24,2009-10-20,2009-05-10,WEST
10099,51,7500,200000,3944.06,2007-09-12,2006-05-04,SOUTH
10099,51,7500,200000,3944.06,2007-09-12,2006-06-03,SOUTH
10099,51,7500,200000,3944.06,2007-09-12,2006-07-03,SOUTH
10099,51,7500,200000,3944.06,2007-09-12,2006-08-02,SOUTH
10099,51,7500,200000,3944.06,2007-09-12,2006-09-01,SOUTH
10100,52,10000,600000,7526.83,2013-02-02,2012-09-15,SOUTH
10100,52,10000,600000,7526.83,2013-02-02,2012-10-15,SOUTH
10100,52,10000,600000,7526.83,2013-02-02,2012-11-14,SOUTH
10101,52,15000,1000000,3907.98,2009-04-19,2008-10-24,SOUTH
10102,53,12500,1000000,4942.75,2010-09-01,2009-11-09,NORTH
10102,53,12500,1000000,4942.75,2010-09-01,2009-12-09,NORTH
10102,53,12500,1000000,4942.75,2010-09-01,2010-01-08,NORTH
10103,53,10000,500000,3556.85,2011-07-05,2010-07-14,NORTH
10103,53,10000,500000,3556.85,2011-07-05,2010-08-13,NORTH
10103,53,10000,500000,3556.85,2011-07-05,2010-09-12,NORTH
10104,53,5000,500000,1140.21,2008-07-26,2008-05-05,NORTH
10104,53,5000,500000,1140.21,2008-07-26,2008-06-04,NORTH
10104,53,5000,500000,1140.21,2008-07-26,2008-07-04,NORTH
10104,53,5000,500000,1140.21,2008-07-26,2008-08-03,NORTH
10105,54,15000,500000,11502.02,2006-08-04,2005-10-03,NORTH
10106,54,7500,200000,5453.66,2016-02-04,2015-02-24,NORTH
10106,54,7500,200000,5453.66,2016-02-04,2015-03-26,NORTH
10106,54,7500,200000,5453.66,2016-02-04,2015-04-25,NORTH
10107,55,10000,400000,6533.48,2010-05-22,2009-11-21,NORTH
10107,55,10000,400000,6533.48,2010-05-22,2009-12-21,NORTH
10107,55,10000,400000,6533.48,2010-05-22,2010-01-20,NORTH
10107,55,10000,400000,6533.48,2010-05-22,2010-02-19,NORTH
10108,55,20000,400000,13846.26,2005-09-30,2005-05-11,NORTH
10109,55,12500,500000,3712.96,2019-05-04,2018-02-03,NORTH
10109,55,12500,500000,3712.96,2019-05-04,2018-03-05,NORTH
10110,56,20000,500000,12867.63,2010-04-20,2009-02-24,SOUTH
10111,56,10000,600000,4076.13,2013-11-03,2013-08-19,SOUTH
10111,56,10000,600000,4076.13,2013-11-03,2013-09-18,SOUTH
10111,56,10000,600000,4076.13,2013-11-03,2013-10-18,SOUTH
10111,56,10000,600000,4076.13,2013-11-03,2013-11-17,SOUTH
10111,56,10000,600000,4076.13,2013-11-03,2013-12-17,SOUTH
10112,56,15000,600000,5175.04,2021-12-07,2020-08-28,SOUTH
10112,56,15000,600000,5175.04,2021-12-07,2020-09-27,SOUTH
10112,56,15000,600000,5175.04,2021-12-07,2020-10-27,SOUTH
10112,56,15000,600000,5175.04,2021-12-07,2020-11-26,SOUTH
10112,56,15000,600000,5175.04,2021-12-07,2020-12-26,SOUTH
10113,57,20000,200000,17234.51,2019-10-20,2018-12-01,NORTH
10113,57,20000,200000,17234.51,2019-10-20,2018-12-31,NORTH
10113,57,20000,200000,17234.51,2019-10-20,2019-01-30,NORTH
10113,57,20000,200000,17234.51,2019-10-20,2019-03-01,NORTH
10113,57,20000,200000,17234.51,2019-10-20,2019-03-31,NORTH
10114,57,12500,400000,7917.42,2006-12-22,2006-02-27,NORTH
10115,57,20000,600000,4938.08,2014-05-15,2013-03-21,NORTH
10115,57,20000,600000,4938.08,2014-05-15,2013-04-20,NORTH
10115,57,20000,600000,4938.08,2014-05-15,2013-05-20,NORTH
10115,57,20000,600000,4938.08,2014-05-15,2013-06-19,NORTH
10115,57,20000,600000,4938.08,2014-05-15,2013-07-19,NORTH
10116,58,7500,600000,4907.45,2008-06-05,2008-02-08,WEST
10116,58,7500,600000,4907.45,2008-06-05,2008-03-09,WEST
10117,58,25000,800000,8945.15,2021-12-29,2020-10-06,WEST
10117,58,25000,800000,8945.15,2021-12-29,2020-11-05,WEST
10117,58,25000,800000,8945.15,2021-12-29,2020-12-05,WEST
10117,58,25000,800000,8945.15,2021-12-29,2021-01-04,WEST
10118,58,20000,500000,4762.44,2011-07-20,2010-12-31,WEST
10118,58,20000,500000,4762.44,2011-07-20,2011-01-30,WEST
10118,58,20000,500000,4762.44,2011-07-20,2011-03-01,WEST
10118,58,20000,500000,4762.44,2011-07-20,2011-03-31,WEST
10119,59,15000,600000,4288.45,2016-06-22,2015-02-24,SOUTH
10119,59,15000,600000,4288.45,2016-06-22,2015-03-26,SOUTH
10119,59,15000,600000,4288.45,2016-06-22,2015-04-25,SOUTH
10119,59,15000,600000,4288.45,2016-06-22,2015-05-25,SOUTH
10119,59,15000,600000,4288.45,2016-06-22,2015-06-24,SOUTH
10120,59,10000,500000,4577.02,2021-03-31,2020-03-19,SOUTH
10120,59,10000,500000,4577.02,2021-03-31,2020-04-18,SOUTH
10120,59,10000,500000,4577.02,2021-03-31,2020-05-18,SOUTH
10120,59,10000,500000,4577.02,2021-03-31,2020-06-17,SOUTH
10120,59,10000,500000,4577.02,2021-03-31,2020-07-17,SOUTH
10121,60,5000,200000,4142.81,2009-12-08,2009-03-23,WEST
10121,60,5000,200000,4142.81,2009-12-08,2009-04-22,WEST
10121,60,5000,200000,4142.81,2009-12-08,2009-05-22,WEST
10122,60,7500,400000,5159.68,2007-01-18,2006-09-23,WEST
10123,60,15000,800000,6078.28,2008-07-27,2008-05-17,WEST
10123,60,15000,800000,6078.28,2008-07-27,2008-06-16,WEST
10123,60,15000,800000,6078.28,2008-07-27,2008-07-16,WEST
10123,60,15000,800000,6078.28,2008-07-27,2008-08-15,WEST
10123,60,15000,800000,6078.28,2008-07-27,2008-09-14,WEST
10124,61,10000,500000,7163.96,2008-09-30,2007-12-18,EAST
10125,61,5000,200000,3806.96,2012-12-04,2011-07-17,EAST
10125,61,5000,200000,3806.96,2012-12-04,2011-08-16,EAST
10125,61,5000,200000,3806.96,2012-12-04,2011-09-15,EAST
10126,61,12500,600000,8237.9,2020-02-08,2019-06-18,EAST
10126,61,12500,600000,8237.9,2020-02-08,2019-07-18,EAST
10127,62,20000,600000,11678.56,2019-08-27,2018-04-23,SOUTH
10127,62,20000,600000,11678.56,2019-08-27,2018-05-23,SOUTH
10127,62,20000,600000,11678.56,2019-08-27,2018-06-22,SOUTH
10128,62,7500,1000000,2401.62,2012-05-31,2011-10-28,SOUTH
10128,62,7500,1000000,2401.62,2012-05-31,2011-11-27,SOUTH
10128,62,7500,1000000,2401.62,2012-05-31,2011-12-27,SOUTH
10128,62,7500,1000000,2401.62,2012-05-31,2012-01-26,SOUTH
10128,62,7500,1000000,2401.62,2012-05-31,2012-02-25,SOUTH
10129,63,10000,1000000,2331.23,2017-03-17,2015-11-11,SOUTH
10129,63,10000,1000000,2331.23,2017-03-17,2015-12-11,SOUTH
10129,63,10000,1000000,2331.23,2017-03-17,2016-01-10,SOUTH
10129,63,10000,1000000,2331.23,2017-03-17,2016-02-09,SOUTH
10130,63,7500,600000,5237.01,2011-10-08,2011-05-19,SOUTH
10130,63,7500,600000,5237.01,2011-10-08,2011-06-18,SOUTH
10130,63,7500,600000,5237.01,2011-10-08,2011-07-18,SOUTH
10131,64,20000,800000,6148.79,2010-03-18,2008-12-07,EAST
10132,64,10000,600000,5086.22,2007-12-18,2007-08-16,EAST
10133,65,20000,200000,8437.21,2010-09-12,2009-08-08,WEST
10134,65,12500,600000,7169.38,2008-09-16,2008-04-26,WEST
10134,65,12500,600000,7169.38,2008-09-16,2008-05-26,WEST
10134,65,12500,600000,7169.38,2008-09-16,2008-06-25,WEST
10135,66,25000,300000,21236.7,2014-11-18,2014-01-28,SOUTH
10135,66,25000,300000,21236.7,2014-11-18,2014-02-27,SOUTH
10136,67,10000,800000,4068.9,2018-05-28,2017-04-02,EAST
10136,67,10000,800000,4068.9,2018-05-28,2017-05-02,EAST
10136,67,10000,800000,4068.9,2018-05-28,2017-06-01,EAST
10137,68,25000,600000,20870.41,2021-02-22,2019-12-17,SOUTH
10137,68,25000,600000,20870.41,2021-02-22,2020-01-16,SOUTH
10137,68,25000,600000,20870.41,2021-02-22,2020-02-15,SOUTH
10137,68,25000,600000,20870.41,2021-02-22,2020-03-16,SOUTH
10138,68,5000,800000,4150.61,2013-06-07,2012-08-06,SOUTH
10138,68,5000,800000,4150.61,2013-06-07,2012-09-05,SOUTH
10139,69,5000,500000,3943.07,2008-08-26,2007-08-16,SOUTH
10139,69,5000,500000,3943.07,2008-08-26,2007-09-15,SOUTH
10139,69,5000,500000,3943.07,2008-08-26,2007-10-15,SOUTH
10140,70,5000,600000,1683.02,2008-02-20,2007-01-28,SOUTH
10140,70,5000,600000,1683.02,2008-02-20,2007-02-27,SOUTH
10140,70,5000,600000,1683.02,2008-02-20,2007-03-29,SOUTH
