Policy_Id,Customer_ID,Premium_Amt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Next_Premium_Dt,Actual_Premium_Paid_Dt,Region
10785,391,20000,500000,4722.13,2010-08-25,2009-04-28,SOUTH
10785,391,20000,500000,4722.13,2010-08-25,2009-05-28,SOUTH
10785,391,20000,500000,4722.13,2010-08-25,2009-06-27,SOUTH
10785,391,20000,500000,4722.13,2010-08-25,2009-07-27,SOUTH
10786,391,20000,500000,6432.04,2015-10-23,2014-08-17,SOUTH
10786,391,20000,500000,6432.04,2015-10-23,2014-09-16,SOUTH
10787,392,7500,200000,5706.15,2009-09-17,2008-07-21,EAST
10787,392,7500,200000,5706.15,2009-09-17,2008-08-20,EAST
10787,392,7500,200000,5706.15,2009-09-17,2008-09-19,EAST
10788,392,15000,1000000,11851.82,2008-05-14,2007-08-28,EAST
10788,392,15000,1000000,11851.82,2008-05-14,2007-09-27,EAST
10788,392,15000,1000000,11851.82,2008-05-14,2007-10-27,EAST
10788,392,15000,1000000,11851.82,2008-05-14,2007-11-26,EAST
10788,392,15000,1000000,11851.82,2008-05-14,2007-12-26,EAST
10789,393,10000,300000,2652.86,2017-09-11,2017-05-27,WEST
10789,393,10000,300000,2652.86,2017-09-11,2017-06-26,WEST
10789,393,10000,300000,2652.86,2017-09-11,2017-07-26,WEST
10789,393,10000,300000,2652.86,2017-09-11,2017-08-25,WEST
10790,393,25000,600000,5486.82,2005-08-21,2005-04-05,WEST
10790,393,25000,600000,5486.82,2005-08-21,2005-05-05,WEST
10791,393,12500,200000,8923.98,2007-12-22,2006-10-08,WEST
10792,394,20000,300000,6713.6,2009-10-07,2009-03-09,NORTH
10792,394,20000,300000,6713.6,2009-10-07,2009-04-08,NORTH
10792,394,20000,300000,6713.6,2009-10-07,2009-05-08,NORTH
10793,394,20000,200000,5161.49,2014-01-11,2013-06-25,NORTH
10793,394,20000,200000,5161.49,2014-01-11,2013-07-25,NORTH
10793,394,20000,200000,5161.49,2014-01-11,2013-08-24,NORTH
10794,395,25000,200000,13034.74,2019-08-21,2019-04-27,EAST
10795,396,10000,400000,3264.39,2008-10-27,2007-05-28,WEST
10795,396,10000,400000,3264.39,2008-10-27,2007-06-27,WEST
10795,396,10000,400000,3264.39,2008-10-27,2007-07-27,WEST
10795,396,10000,400000,3264.39,2008-10-27,2007-08-26,WEST
10796,396,25000,300000,6761.76,2016-10-18,2016-02-01,WEST
10797,396,12500,800000,4340.09,2014-07-21,2014-04-13,WEST
10797,396,12500,800000,4340.09,2014-07-21,2014-05-13,WEST
10797,396,12500,800000,4340.09,2014-07-21,2014-06-12,WEST
10797,396,12500,800000,4340.09,2014-07-21,2014-07-12,WEST
10798,397,12500,1000000,4073.31,2012-06-03,2012-01-13,EAST
10798,397,12500,1000000,4073.31,2012-06-03,2012-02-12,EAST
10798,397,12500,1000000,4073.31,2012-06-03,2012-03-13,EAST
10799,397,15000,800000,11975.49,2010-01-08,2009-01-03,EAST
10799,397,15000,800000,11975.49,2010-01-08,2009-02-02,EAST
10799,397,15000,800000,11975.49,2010-01-08,2009-03-04,EAST
10799,397,15000,800000,11975.49,2010-01-08,2009-04-03,EAST
10800,398,15000,600000,3052.65,2013-09-15,2012-10-11,EAST
10800,398,15000,600000,3052.65,2013-09-15,2012-11-10,EAST
10801,399,15000,200000,3241.9,2008-08-23,2007-09-24,SOUTH
10801,399,15000,200000,3241.9,2008-08-23,2007-10-24,SOUTH
10801,399,15000,200000,3241.9,2008-08-23,2007-11-23,SOUTH
10802,399,25000,400000,20725.02,2008-09-28,2008-06-02,SOUTH
10802,399,25000,400000,20725.02,2008-09-28,2008-07-02,SOUTH
10802,399,25000,400000,20725.02,2008-09-28,2008-08-01,SOUTH
10803,399,7500,200000,5130.91,2013-07-13,2012-05-07,SOUTH
10803,399,7500,200000,5130.91,2013-07-13,2012-06-06,SOUTH
10803,399,7500,200000,5130.91,2013-07-13,2012-07-06,SOUTH
10804,400,7500,200000,5217.44,2011-10-16,2011-02-20,SOUTH
10805,401,25000,500000,13971.49,2016-04-02,2015-06-24,SOUTH
10805,401,25000,500000,13971.49,2016-04-02,2015-07-24,SOUTH
10806,401,7500,300000,5941.69,2010-06-16,2009-05-01,SOUTH
10806,401,7500,300000,5941.69,2010-06-16,2009-05-31,SOUTH
10806,401,7500,300000,5941.69,2010-06-16,2009-06-30,SOUTH
10806,401,7500,300000,5941.69,2010-06-16,2009-07-30,SOUTH
10807,401,15000,1000000,9169.58,2015-01-19,2013-10-24,SOUTH
10807,401,15000,1000000,9169.58,2015-01-19,2013-11-23,SOUTH
10808,402,12500,500000,9036.94,2016-12-10,2015-12-11,WEST
10808,402,12500,500000,9036.94,2016-12-10,2016-01-10,WEST
10808,402,12500,500000,9036.94,2016-12-10,2016-02-09,WEST
10809,403,12500,500000,7462.49,2007-11-10,2007-06-01,NORTH
10809,403,12500,500000,7462.49,2007-11-10,2007-07-01,NORTH
10809,403,12500,500000,7462.49,2007-11-10,2007-07-31,NORTH
10810,403,12500,300000,2795.4,2020-08-08,2019-03-12,NORTH
10810,403,12500,300000,2795.4,2020-08-08,2019-04-11,NORTH
10810,403,12500,300000,2795.4,2020-08-08,2019-05-11,NORTH
10810,403,12500,300000,2795.4,2020-08-08,2019-06-10,NORTH
10810,403,12500,300000,2795.4,2020-08-08,2019-07-10,NORTH
10811,404,10000,600000,8140.76,2019-06-27,2018-03-01,NORTH
10811,404,10000,600000,8140.76,2019-06-27,2018-03-31,NORTH
10812,404,5000,200000,3831.64,2013-04-26,2012-11-25,NORTH
10812,404,5000,200000,3831.64,2013-04-26,2012-12-25,NORTH
10812,404,5000,200000,3831.64,2013-04-26,2013-01-24,NORTH
10813,404,7500,200000,4949.01,2009-08-21,2009-03-04,NORTH
10813,404,7500,200000,4949.01,2009-08-21,2009-04-03,NORTH
10814,405,5000,400000,1038.15,2013-03-07,2012-01-20,EAST
10815,405,15000,1000000,12436.81,2010-05-30,2009-10-18,EAST
10816,406,15000,300000,5283.37,2014-07-20,2013-08-25,SOUTH
10816,406,15000,300000,5283.37,2014-07-20,2013-09-24,SOUTH
10816,406,15000,300000,5283.37,2014-07-20,2013-10-24,SOUTH
10816,406,15000,300000,5283.37,2014-07-20,2013-11-23,SOUTH
10817,406,15000,1000000,10049.12,2012-08-09,2011-03-28,SOUTH
10817,406,15000,1000000,10049.12,2012-08-09,2011-04-27,SOUTH
10817,406,15000,1000000,10049.12,2012-08-09,2011-05-27,SOUTH
10817,406,15000,1000000,10049.12,2012-08-09,2011-06-26,SOUTH
10818,406,20000,1000000,8448.97,2020-04-08,2019-07-01,SOUTH
10818,406,20000,1000000,8448.97,2020-04-08,2019-07-31,SOUTH
10818,406,20000,1000000,8448.97,2020-04-08,2019-08-30,SOUTH
10819,407,25000,500000,5818.86,2010-04-14,2009-06-03,WEST
10819,407,25000,500000,5818.86,2010-04-14,2009-07-03,WEST
10819,407,25000,500000,5818.86,2010-04-14,2009-08-02,WEST
10819,407,25000,500000,5818.86,2010-04-14,2009-09-01,WEST
10820,407,5000,500000,3105.01,2014-11-07,2014-06-13,WEST
10820,407,5000,500000,3105.01,2014-11-07,2014-07-13,WEST
10820,407,5000,500000,3105.01,2014-11-07,2014-08-12,WEST
10821,408,5000,400000,3252.83,2010-06-29,2010-04-21,EAST
10821,408,5000,400000,3252.83,2010-06-29,2010-05-21,EAST
10821,408,5000,400000,3252.83,2010-06-29,2010-06-20,EAST
10822,408,10000,300000,8767.97,2006-06-13,2005-02-08,EAST
10822,408,10000,300000,8767.97,2006-06-13,2005-03-10,EAST
10822,408,10000,300000,8767.97,2006-06-13,2005-04-09,EAST
10822,408,10000,300000,8767.97,2006-06-13,2005-05-09,EAST
10822,408,10000,300000,8767.97,2006-06-13,2005-06-08,EAST
10823,408,5000,400000,1056.95,2018-01-13,2016-12-19,EAST
10823,408,5000,400000,1056.95,2018-01-13,2017-01-18,EAST
10823,408,5000,400000,1056.95,2018-01-13,2017-02-17,EAST
10823,408,5000,400000,1056.95,2018-01-13,2017-03-19,EAST
10823,408,5000,400000,1056.95,2018-01-13,2017-04-18,EAST
10824,409,10000,400000,7275.85,2014-12-02,2014-04-24,EAST
10824,409,10000,400000,7275.85,2014-12-02,2014-05-24,EAST
10824,409,10000,400000,7275.85,2014-12-02,2014-06-23,EAST
10824,409,10000,400000,7275.85,2014-12-02,2014-07-23,EAST
10824,409,10000,400000,7275.85,2014-12-02,2014-08-22,EAST
10825,409,25000,400000,15715.61,2007-08-24,2006-10-16,EAST
10825,409,25000,400000,15715.61,2007-08-24,2006-11-15,EAST
10825,409,25000,400000,15715.61,2007-08-24,2006-12-15,EAST
10825,409,25000,400000,15715.61,2007-08-24,2007-01-14,EAST
10825,409,25000,400000,15715.61,2007-08-24,2007-02-13,EAST
10826,410,12500,1000000,10962.58,2021-09-07,2020-08-15,WEST
10827,410,5000,200000,1167.42,2013-11-12,2013-05-22,WEST
10827,410,5000,200000,1167.42,2013-11-12,2013-06-21,WEST
10828,411,25000,800000,12624.44,2008-07-15,2007-05-12,EAST
10829,412,25000,400000,20800.41,2010-08-05,2009-04-15,EAST
10829,412,25000,400000,20800.41,2010-08-05,2009-05-15,EAST
10829,412,25000,400000,20800.41,2010-08-05,2009-06-14,EAST
10830,413,5000,200000,1262.65,2011-06-01,2010-10-29,WEST
10830,413,5000,200000,1262.65,2011-06-01,2010-11-28,WEST
10831,414,20000,300000,12168.34,2013-11-14,2013-07-07,SOUTH
10831,414,20000,300000,12168.34,2013-11-14,2013-08-06,SOUTH
10831,414,20000,300000,12168.34,2013-11-14,2013-09-05,SOUTH
10831,414,20000,300000,12168.34,2013-11-14,2013-10-05,SOUTH
10831,414,20000,300000,12168.34,2013-11-14,2013-11-04,SOUTH
10832,414,25000,300000,15222.28,2009-01-19,2007-11-01,SOUTH
10832,414,25000,300000,15222.28,2009-01-19,2007-12-01,SOUTH
10832,414,25000,300000,15222.28,2009-01-19,2007-12-31,SOUTH
10832,414,25000,300000,15222.28,2009-01-19,2008-01-30,SOUTH
10832,414,25000,300000,15222.28,2009-01-19,2008-02-29,SOUTH
10833,415,15000,600000,9067.79,2020-06-28,2019-12-28,NORTH
10833,415,15000,600000,9067.79,2020-06-28,2020-01-27,NORTH
10833,415,15000,600000,9067.79,2020-06-28,2020-02-26,NORTH
10833,415,15000,600000,9067.79,2020-06-28,2020-03-27,NORTH
10833,415,15000,600000,9067.79,2020-06-28,2020-04-26,NORTH
10834,415,25000,800000,8952.03,2012-02-19,2011-04-18,NORTH
10834,415,25000,800000,8952.03,2012-02-19,2011-05-18,NORTH
10835,416,10000,600000,8110.11,2022-04-16,2020-12-15,NORTH
10835,416,10000,600000,8110.11,2022-04-16,2021-01-14,NORTH
10835,416,10000,600000,8110.11,2022-04-16,2021-02-13,NORTH
10836,416,5000,500000,1743.66,2020-11-01,2020-08-03,NORTH
10836,416,5000,500000,1743.66,2020-11-01,2020-09-02,NORTH
10836,416,5000,500000,1743.66,2020-11-01,2020-10-02,NORTH
10837,417,7500,500000,3287.36,2015-10-24,2015-07-03,WEST
10837,417,7500,500000,3287.36,2015-10-24,2015-08-02,WEST
10838,417,25000,400000,21526.67,2018-01-24,2016-11-01,WEST
10838,417,25000,400000,21526.67,2018-01-24,2016-12-01,WEST
10838,417,25000,400000,21526.67,2018-01-24,2016-12-31,WEST
10838,417,25000,400000,21526.67,2018-01-24,2017-01-30,WEST
10839,417,25000,600000,20997.19,2020-01-05,2019-09-13,WEST
10839,417,25000,600000,20997.19,2020-01-05,2019-10-13,WEST
10839,417,25000,600000,20997.19,2020-01-05,2019-11-12,WEST
10839,417,25000,600000,20997.19,2020-01-05,2019-12-12,WEST
10839,417,25000,600000,20997.19,2020-01-05,2020-01-11,WEST
10840,418,25000,600000,8552.86,2014-07-13,2013-08-25,SOUTH
10841,419,12500,300000,5187.53,2007-09-01,2006-07-17,WEST
10841,419,12500,300000,5187.53,2007-09-01,2006-08-16,WEST
10841,419,12500,300000,5187.53,2007-09-01,2006-09-15,WEST
10842,419,7500,500000,2062.66,2020-12-07,2019-07-18,WEST
10843,420,7500,400000,4000.26,2005-07-29,2005-05-16,WEST
10843,420,7500,400000,4000.26,2005-07-29,2005-06-15,WEST
10843,420,7500,400000,4000.26,2005-07-29,2005-07-15,WEST
10844,421,5000,600000,2240.49,2013-03-06,2012-11-23,SOUTH
10845,421,15000,500000,6504.26,2009-04-03,2008-05-18,SOUTH
10845,421,15000,500000,6504.26,2009-04-03,2008-06-17,SOUTH
10845,421,15000,500000,6504.26,2009-04-03,2008-07-17,SOUTH
10846,421,5000,200000,2338.83,2012-03-10,2011-02-12,SOUTH
10846,421,5000,200000,2338.83,2012-03-10,2011-03-14,SOUTH
10847,422,12500,300000,4914.35,2012-08-04,2011-08-06,EAST
10847,422,12500,300000,4914.35,2012-08-04,2011-09-05,EAST
10848,422,12500,200000,2936.38,2017-03-10,2016-01-27,EAST
10848,422,12500,200000,2936.38,2017-03-10,2016-02-26,EAST
10849,423,5000,200000,1931.62,2010-11-23,2009-12-04,NORTH
10849,423,5000,200000,1931.62,2010-11-23,2010-01-03,NORTH
10850,424,7500,600000,5258.07,2008-05-30,2007-04-08,SOUTH
10850,424,7500,600000,5258.07,2008-05-30,2007-05-08,SOUTH
10850,424,7500,600000,5258.07,2008-05-30,2007-06-07,SOUTH
10851,425,20000,1000000,13683.57,2008-09-01,2007-04-10,NORTH
10851,425,20000,1000000,13683.57,2008-09-01,2007-05-10,NORTH
10852,425,25000,300000,16145.74,2010-04-07,2009-08-13,NORTH
10852,425,25000,300000,16145.74,2010-04-07,2009-09-12,NORTH
10852,425,25000,300000,16145.74,2010-04-07,2009-10-12,NORTH
10852,425,25000,300000,16145.74,2010-04-07,2009-11-11,NORTH
10852,425,25000,300000,16145.74,2010-04-07,2009-12-11,NORTH
10853,426,5000,200000,2761.34,2011-11-19,2011-06-18,NORTH
10853,426,5000,200000,2761.34,2011-11-19,2011-07-18,NORTH
10853,426,5000,200000,2761.34,2011-11-19,2011-08-17,NORTH
10854,426,10000,1000000,6815.55,2017-02-16,2015-09-11,NORTH
10854,426,10000,1000000,6815.55,2017-02-16,2015-10-11,NORTH
10854,426,10000,1000000,6815.55,2017-02-16,2015-11-10,NORTH
10854,426,10000,1000000,6815.55,2017-02-16,2015-12-10,NORTH
10854,426,10000,1000000,6815.55,2017-02-16,2016-01-09,NORTH
10855,426,5000,300000,2162.54,2012-06-29,2012-01-26,NORTH
10855,426,5000,300000,2162.54,2012-06-29,2012-02-25,NORTH
10855,426,5000,300000,2162.54,2012-06-29,2012-03-26,NORTH
10856,427,12500,500000,2682.23,2005-12-02,2005-04-15,NORTH
10857,427,20000,1000000,4136.27,2008-02-01,2006-09-23,NORTH
10857,427,20000,1000000,4136.27,2008-02-01,2006-10-23,NORTH
10857,427,20000,1000000,4136.27,2008-02-01,2006-11-22,NORTH
10857,427,20000,1000000,4136.27,2008-02-01,2006-12-22,NORTH
10858,428,12500,1000000,6634.97,2018-08-04,2018-01-30,SOUTH
10858,428,12500,1000000,6634.97,2018-08-04,2018-03-01,SOUTH
10859,428,20000,400000,7196.03,2006-09-22,2005-05-23,SOUTH
10859,428,20000,400000,7196.03,2006-09-22,2005-06-22,SOUTH
10860,429,5000,400000,3576.65,2009-07-30,2008-04-15,SOUTH
10861,429,10000,600000,6643.86,2016-07-12,2016-01-03,SOUTH
10862,429,5000,1000000,2053.97,2013-10-30,2013-03-04,SOUTH
10863,430,12500,200000,8500.61,2020-06-07,2019-11-22,WEST
10863,430,12500,200000,8500.61,2020-06-07,2019-12-22,WEST
10863,430,12500,200000,8500.61,2020-06-07,2020-01-21,WEST
10863,430,12500,200000,8500.61,2020-06-07,2020-02-20,WEST
10863,430,12500,200000,8500.61,2020-06-07,2020-03-21,WEST
10864,430,25000,300000,22396.52,2009-05-28,2008-04-26,WEST
10864,430,25000,300000,22396.52,2009-05-28,2008-05-26,WEST
10864,430,25000,300000,22396.52,2009-05-28,2008-06-25,WEST
10864,430,25000,300000,22396.52,2009-05-28,2008-07-25,WEST
10865,431,15000,800000,13219.55,2006-11-01,2005-09-11,SOUTH
10865,431,15000,800000,13219.55,2006-11-01,2005-10-11,SOUTH
10865,431,15000,800000,13219.55,2006-11-01,2005-11-10,SOUTH
10865,431,15000,800000,13219.55,2006-11-01,2005-12-10,SOUTH
10865,431,15000,800000,13219.55,2006-11-01,2006-01-09,SOUTH
10866,431,5000,300000,3235.57,2010-04-28,2009-08-18,SOUTH
10866,431,5000,300000,3235.57,2010-04-28,2009-09-17,SOUTH
10866,431,5000,300000,3235.57,2010-04-28,2009-10-17,SOUTH
10866,431,5000,300000,3235.57,2010-04-28,2009-11-16,SOUTH
10867,432,7500,400000,5065.1,2016-07-08,2015-01-29,WEST
10868,432,12500,400000,4167.51,2014-05-15,2013-10-09,WEST
10868,432,12500,400000,4167.51,2014-05-15,2013-11-08,WEST
10868,432,12500,400000,4167.51,2014-05-15,2013-12-08,WEST
10868,432,12500,400000,4167.51,2014-05-15,2014-01-07,WEST
10868,432,12500,400000,4167.51,2014-05-15,2014-02-06,WEST
10869,433,25000,600000,12585.54,2021-01-28,2020-09-28,EAST
10870,433,10000,200000,5492.49,2017-11-20,2017-09-17,EAST
10870,433,10000,200000,5492.49,2017-11-20,2017-10-17,EAST
10870,433,10000,200000,5492.49,2017-11-20,2017-11-16,EAST
10870,433,10000,200000,5492.49,2017-11-20,2017-12-16,EAST
10870,433,10000,200000,5492.49,2017-11-20,2018-01-15,EAST
10871,433,7500,600000,4774.92,2016-01-12,2015-06-18,EAST
10871,433,7500,600000,4774.92,2016-01-12,2015-07-18,EAST
10872,434,10000,200000,4063.09,2013-02-04,2011-10-24,WEST
10872,434,10000,200000,4063.09,2013-02-04,2011-11-23,WEST
10873,434,10000,1000000,2864.05,2006-11-30,2005-12-02,WEST
10873,434,10000,1000000,2864.05,2006-11-30,2006-01-01,WEST
10873,434,10000,1000000,2864.05,2006-11-30,2006-01-31,WEST
10873,434,10000,1000000,2864.05,2006-11-30,2006-03-02,WEST
10873,434,10000,1000000,2864.05,2006-11-30,2006-04-01,WEST
10874,434,12500,400000,9798.46,2012-12-13,2011-11-11,WEST
10875,435,10000,1000000,5513.95,2009-06-16,2008-02-03,WEST
10875,435,10000,1000000,5513.95,2009-06-16,2008-03-04,WEST
10876,436,10000,300000,3377.09,2008-02-14,2006-12-06,SOUTH
10876,436,10000,300000,3377.09,2008-02-14,2007-01-05,SOUTH
10876,436,10000,300000,3377.09,2008-02-14,2007-02-04,SOUTH
10876,436,10000,300000,3377.09,2008-02-14,2007-03-06,SOUTH
10877,436,7500,200000,6397.91,2007-08-22,2006-10-24,SOUTH
10877,436,7500,200000,6397.91,2007-08-22,2006-11-23,SOUTH
10878,436,12500,500000,10960.43,2020-12-10,2020-03-21,SOUTH
10878,436,12500,500000,10960.43,2020-12-10,2020-04-20,SOUTH
10879,437,10000,300000,5050.71,2012-09-23,2011-10-11,SOUTH
10879,437,10000,300000,5050.71,2012-09-23,2011-11-10,SOUTH
10879,437,10000,300000,5050.71,2012-09-23,2011-12-10,SOUTH
10879,437,10000,300000,5050.71,2012-09-23,2012-01-09,SOUTH
10880,438,25000,300000,7374.59,2008-08-21,2008-02-15,NORTH
10880,438,25000,300000,7374.59,2008-08-21,2008-03-16,NORTH
10880,438,25000,300000,7374.59,2008-08-21,2008-04-15,NORTH
10881,438,10000,200000,5966.66,2010-01-21,2009-06-23,NORTH
10881,438,10000,200000,5966.66,2010-01-21,2009-07-23,NORTH
10882,439,12500,1000000,9796.21,2018-08-20,2017-03-30,NORTH
10883,439,12500,800000,6908.38,2008-09-17,2008-02-10,NORTH
10883,439,12500,800000,6908.38,2008-09-17,2008-03-11,NORTH
10883,439,12500,800000,6908.38,2008-09-17,2008-04-10,NORTH
10883,439,12500,800000,6908.38,2008-09-17,2008-05-10,NORTH
10884,439,12500,500000,10912.66,2016-04-04,2015-07-04,NORTH
10885,440,25000,500000,18227.49,2017-10-28,2017-07-15,NORTH
10886,440,15000,600000,4336.39,2012-06-21,2011-10-14,NORTH
10887,441,25000,1000000,7203.88,2012-04-18,2011-08-01,SOUTH
10887,441,25000,1000000,7203.88,2012-04-18,2011-08-31,SOUTH
10887,441,25000,1000000,7203.88,2012-04-18,2011-09-30,SOUTH
10887,441,25000,1000000,7203.88,2012-04-18,2011-10-30,SOUTH
10887,441,25000,1000000,7203.88,2012-04-18,2011-11-29,SOUTH
10888,441,12500,1000000,3240.77,2015-08-15,2015-05-20,SOUTH
10888,441,12500,1000000,3240.77,2015-08-15,2015-06-19,SOUTH
10888,441,12500,1000000,3240.77,2015-08-15,2015-07-19,SOUTH
10888,441,12500,1000000,3240.77,2015-08-15,2015-08-18,SOUTH
10888,441,12500,1000000,3240.77,2015-08-15,2015-09-17,SOUTH
10889,441,10000,600000,7753.58,2019-11-16,2019-07-30,SOUTH
10889,441,10000,600000,7753.58,2019-11-16,2019-08-29,SOUTH
10889,441,10000,600000,7753.58,2019-11-16,2019-09-28,SOUTH
10889,441,10000,600000,7753.58,2019-11-16,2019-10-28,SOUTH
10890,442,25000,200000,17958.28,2020-10-28,2020-06-28,NORTH
10890,442,25000,200000,17958.28,2020-10-28,2020-07-28,NORTH
10890,442,25000,200000,17958.28,2020-10-28,2020-08-27,NORTH
10891,442,7500,600000,4450.76,2006-07-22,2006-03-11,NORTH
10891,442,7500,600000,4450.76,2006-07-22,2006-04-10,NORTH
10891,442,7500,600000,4450.76,2006-07-22,2006-05-10,NORTH
10891,442,7500,600000,4450.76,2006-07-22,2006-06-09,NORTH
10892,442,20000,800000,6166.86,2009-06-02,2008-01-23,NORTH
10893,443,15000,800000,4204.44,2005-08-03,2005-02-22,WEST
10893,443,15000,800000,4204.44,2005-08-03,2005-03-24,WEST
10893,443,15000,800000,4204.44,2005-08-03,2005-04-23,WEST
10893,443,15000,800000,4204.44,2005-08-03,2005-05-23,WEST
10894,443,5000,600000,1865.22,2008-09-24,2008-06-07,WEST
10894,443,5000,600000,1865.22,2008-09-24,2008-07-07,WEST
10894,443,5000,600000,1865.22,2008-09-24,2008-08-06,WEST
10894,443,5000,600000,1865.22,2008-09-24,2008-09-05,WEST
10894,443,5000,600000,1865.22,2008-09-24,2008-10-05,WEST
10895,443,25000,600000,11837.49,2016-05-30,2015-08-17,WEST
