Policy_Id,Customer_ID,Premium_Amt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Next_Premium_Dt,Actual_Premium_Paid_Dt,Region
10539,267,15000,200000,12554.47,2014-10-23,2014-01-31,EAST
10539,267,15000,200000,12554.47,2014-10-23,2014-03-02,EAST
10540,267,10000,800000,5504.53,2009-04-22,2008-09-20,EAST
10541,268,20000,500000,16269.61,2019-05-14,2018-02-23,EAST
10541,268,20000,500000,16269.61,2019-05-14,2018-03-25,EAST
10541,268,20000,500000,16269.61,2019-05-14,2018-04-24,EAST
10541,268,20000,500000,16269.61,2019-05-14,2018-05-24,EAST
10542,268,15000,1000000,6616.12,2008-09-25,2007-06-15,EAST
10542,268,15000,1000000,6616.12,2008-09-25,2007-07-15,EAST
10543,268,7500,800000,5169.8,2011-10-03,2011-01-13,EAST
10543,268,7500,800000,5169.8,2011-10-03,2011-02-12,EAST
10544,269,5000,200000,3437.11,2017-04-12,2016-01-12,WEST
10544,269,5000,200000,3437.11,2017-04-12,2016-02-11,WEST
10544,269,5000,200000,3437.11,2017-04-12,2016-03-12,WEST
10545,270,20000,500000,6469.62,2020-01-31,2019-09-06,NORTH
10545,270,20000,500000,6469.62,2020-01-31,2019-10-06,NORTH
10545,270,20000,500000,6469.62,2020-01-31,2019-11-05,NORTH
10545,270,20000,500000,6469.62,2020-01-31,2019-12-05,NORTH
10545,270,20000,500000,6469.62,2020-01-31,2020-01-04,NORTH
10546,270,7500,500000,4138.72,2021-03-18,2020-10-16,NORTH
10546,270,7500,500000,4138.72,2021-03-18,2020-11-15,NORTH
10546,270,7500,500000,4138.72,2021-03-18,2020-12-15,NORTH
10546,270,7500,500000,4138.72,2021-03-18,2021-01-14,NORTH
10546,270,7500,500000,4138.72,2021-03-18,2021-02-13,NORTH
10547,270,25000,300000,8516.46,2015-07-14,2015-02-09,NORTH
10547,270,25000,300000,8516.46,2015-07-14,2015-03-11,NORTH
10547,270,25000,300000,8516.46,2015-07-14,2015-04-10,NORTH
10547,270,25000,300000,8516.46,2015-07-14,2015-05-10,NORTH
10547,270,25000,300000,8516.46,2015-07-14,2015-06-09,NORTH
10548,271,25000,500000,15969.65,2010-01-31,2009-04-21,EAST
10548,271,25000,500000,15969.65,2010-01-31,2009-05-21,EAST
10548,271,25000,500000,15969.65,2010-01-31,2009-06-20,EAST
10548,271,25000,500000,15969.65,2010-01-31,2009-07-20,EAST
10548,271,25000,500000,15969.65,2010-01-31,2009-08-19,EAST
10549,271,7500,200000,1949.96,2008-01-10,2007-06-14,EAST
10549,271,7500,200000,1949.96,2008-01-10,2007-07-14,EAST
10549,271,7500,200000,1949.96,2008-01-10,2007-08-13,EAST
10549,271,7500,200000,1949.96,2008-01-10,2007-09-12,EAST
10549,271,7500,200000,1949.96,2008-01-10,2007-10-12,EAST
10550,271,10000,200000,3643.46,2012-03-11,2011-03-18,EAST
10550,271,10000,200000,3643.46,2012-03-11,2011-04-17,EAST
10550,271,10000,200000,3643.46,2012-03-11,2011-05-17,EAST
10551,272,10000,1000000,6657.26,2005-05-21,2005-03-19,SOUTH
10551,272,10000,1000000,6657.26,2005-05-21,2005-04-18,SOUTH
10551,272,10000,1000000,6657.26,2005-05-21,2005-05-18,SOUTH
10551,272,10000,1000000,6657.26,2005-05-21,2005-06-17,SOUTH
10552,272,15000,1000000,6944.49,2007-05-07,2007-03-05,SOUTH
10552,272,15000,1000000,6944.49,2007-05-07,2007-04-04,SOUTH
10553,273,25000,400000,12515.44,2016-11-28,2015-11-25,WEST
10553,273,25000,400000,12515.44,2016-11-28,2015-12-25,WEST
10553,273,25000,400000,12515.44,2016-11-28,2016-01-24,WEST
10553,273,25000,400000,12515.44,2016-11-28,2016-02-23,WEST
10553,273,25000,400000,12515.44,2016-11-28,2016-03-24,WEST
10554,273,10000,1000000,8586.94,2020-10-16,2020-04-17,WEST
10554,273,10000,1000000,8586.94,2020-10-16,2020-05-17,WEST
10554,273,10000,1000000,8586.94,2020-10-16,2020-06-16,WEST
10554,273,10000,1000000,8586.94,2020-10-16,2020-07-16,WEST
10554,273,10000,1000000,8586.94,2020-10-16,2020-08-15,WEST
10555,273,5000,400000,2155.89,2014-11-17,2013-06-28,WEST
10555,273,5000,400000,2155.89,2014-11-17,2013-07-28,WEST
10555,273,5000,400000,2155.89,2014-11-17,2013-08-27,WEST
10555,273,5000,400000,2155.89,2014-11-17,2013-09-26,WEST
10555,273,5000,400000,2155.89,2014-11-17,2013-10-26,WEST
10556,274,12500,800000,10269.74,2016-08-01,2015-04-02,SOUTH
10556,274,12500,800000,10269.74,2016-08-01,2015-05-02,SOUTH
10557,275,25000,600000,21643.58,2019-01-21,2018-07-02,NORTH
10557,275,25000,600000,21643.58,2019-01-21,2018-08-01,NORTH
10557,275,25000,600000,21643.58,2019-01-21,2018-08-31,NORTH
10557,275,25000,600000,21643.58,2019-01-21,2018-09-30,NORTH
10558,276,20000,800000,10652.79,2016-07-09,2015-02-20,EAST
10558,276,20000,800000,10652.79,2016-07-09,2015-03-22,EAST
10558,276,20000,800000,10652.79,2016-07-09,2015-04-21,EAST
10558,276,20000,800000,10652.79,2016-07-09,2015-05-21,EAST
10559,277,25000,400000,16091.1,2005-04-04,2005-01-26,SOUTH
10559,277,25000,400000,16091.1,2005-04-04,2005-02-25,SOUTH
10560,277,12500,300000,6739.69,2013-04-25,2012-04-20,SOUTH
10560,277,12500,300000,6739.69,2013-04-25,2012-05-20,SOUTH
10560,277,12500,300000,6739.69,2013-04-25,2012-06-19,SOUTH
10560,277,12500,300000,6739.69,2013-04-25,2012-07-19,SOUTH
10560,277,12500,300000,6739.69,2013-04-25,2012-08-18,SOUTH
10561,278,12500,500000,9999.63,2007-11-30,2006-10-29,SOUTH
10561,278,12500,500000,9999.63,2007-11-30,2006-11-28,SOUTH
10561,278,12500,500000,9999.63,2007-11-30,2006-12-28,SOUTH
10561,278,12500,500000,9999.63,2007-11-30,2007-01-27,SOUTH
10562,278,15000,300000,4503.2,2014-10-17,2013-08-19,SOUTH
10562,278,15000,300000,4503.2,2014-10-17,2013-09-18,SOUTH
10562,278,15000,300000,4503.2,2014-10-17,2013-10-18,SOUTH
10563,278,15000,200000,8228.21,2018-03-03,2017-10-29,SOUTH
10563,278,15000,200000,8228.21,2018-03-03,2017-11-28,SOUTH
10563,278,15000,200000,8228.21,2018-03-03,2017-12-28,SOUTH
10564,279,25000,500000,20687.15,2020-06-30,2020-02-05,SOUTH
10564,279,25000,500000,20687.15,2020-06-30,2020-03-06,SOUTH
10564,279,25000,500000,20687.15,2020-06-30,2020-04-05,SOUTH
10565,280,7500,300000,2394.77,2020-04-28,2019-11-12,SOUTH
10565,280,7500,300000,2394.77,2020-04-28,2019-12-12,SOUTH
10565,280,7500,300000,2394.77,2020-04-28,2020-01-11,SOUTH
10565,280,7500,300000,2394.77,2020-04-28,2020-02-10,SOUTH
10565,280,7500,300000,2394.77,2020-04-28,2020-03-11,SOUTH
10566,281,20000,200000,17006.05,2007-10-04,2007-05-15,WEST
10566,281,20000,200000,17006.05,2007-10-04,2007-06-14,WEST
10567,281,7500,800000,4996.15,2014-02-15,2013-08-08,WEST
10568,281,15000,800000,8165.57,2021-02-08,2019-12-05,WEST
10568,281,15000,800000,8165.57,2021-02-08,2020-01-04,WEST
10569,282,25000,600000,16269.76,2010-04-11,2010-01-08,WEST
10569,282,25000,600000,16269.76,2010-04-11,2010-02-07,WEST
10569,282,25000,600000,16269.76,2010-04-11,2010-03-09,WEST
10569,282,25000,600000,16269.76,2010-04-11,2010-04-08,WEST
10570,282,20000,1000000,17527.47,2014-07-06,2013-07-24,WEST
10570,282,20000,1000000,17527.47,2014-07-06,2013-08-23,WEST
10570,282,20000,1000000,17527.47,2014-07-06,2013-09-22,WEST
10571,282,10000,200000,2613.76,2010-10-21,2010-03-27,WEST
10571,282,10000,200000,2613.76,2010-10-21,2010-04-26,WEST
10571,282,10000,200000,2613.76,2010-10-21,2010-05-26,WEST
10571,282,10000,200000,2613.76,2010-10-21,2010-06-25,WEST
10572,283,20000,200000,9148.32,2019-04-02,2018-04-14,SOUTH
10572,283,20000,200000,9148.32,2019-04-02,2018-05-14,SOUTH
10572,283,20000,200000,9148.32,2019-04-02,2018-06-13,SOUTH
10572,283,20000,200000,9148.32,2019-04-02,2018-07-13,SOUTH
10572,283,20000,200000,9148.32,2019-04-02,2018-08-12,SOUTH
10573,284,5000,400000,3065.21,2018-03-11,2017-12-10,EAST
10573,284,5000,400000,3065.21,2018-03-11,2018-01-09,EAST
10573,284,5000,400000,3065.21,2018-03-11,2018-02-08,EAST
10573,284,5000,400000,3065.21,2018-03-11,2018-03-10,EAST
10574,284,10000,1000000,7582.63,2014-05-19,2013-09-15,EAST
10575,285,15000,300000,7150.78,2020-03-14,2019-11-21,EAST
10575,285,15000,300000,7150.78,2020-03-14,2019-12-21,EAST
10575,285,15000,300000,7150.78,2020-03-14,2020-01-20,EAST
10575,285,15000,300000,7150.78,2020-03-14,2020-02-19,EAST
10575,285,15000,300000,7150.78,2020-03-14,2020-03-20,EAST
10576,286,25000,400000,8830.82,2013-06-04,2012-02-02,SOUTH
10577,286,10000,300000,6657.45,2009-07-08,2008-04-22,SOUTH
10577,286,10000,300000,6657.45,2009-07-08,2008-05-22,SOUTH
10578,286,10000,600000,2864.25,2019-07-25,2018-06-08,SOUTH
10579,287,25000,300000,10101.16,2016-08-02,2015-09-24,NORTH
10579,287,25000,300000,10101.16,2016-08-02,2015-10-24,NORTH
10580,287,7500,1000000,2605.72,2007-06-27,2006-04-27,NORTH
10580,287,7500,1000000,2605.72,2007-06-27,2006-05-27,NORTH
10580,287,7500,1000000,2605.72,2007-06-27,2006-06-26,NORTH
10580,287,7500,1000000,2605.72,2007-06-27,2006-07-26,NORTH
10580,287,7500,1000000,2605.72,2007-06-27,2006-08-25,NORTH
10581,287,5000,1000000,1626.57,2021-12-17,2020-09-16,NORTH
10582,288,25000,300000,14589.0,2011-11-27,2011-09-17,EAST
10582,288,25000,300000,14589.0,2011-11-27,2011-10-17,EAST
10582,288,25000,300000,14589.0,2011-11-27,2011-11-16,EAST
10582,288,25000,300000,14589.0,2011-11-27,2011-12-16,EAST
10582,288,25000,300000,14589.0,2011-11-27,2012-01-15,EAST
10583,288,12500,400000,5924.42,2015-09-13,2014-06-23,EAST
10583,288,12500,400000,5924.42,2015-09-13,2014-07-23,EAST
10583,288,12500,400000,5924.42,2015-09-13,2014-08-22,EAST
10583,288,12500,400000,5924.42,2015-09-13,2014-09-21,EAST
10584,289,20000,300000,15987.53,2012-06-29,2011-05-08,SOUTH
10584,289,20000,300000,15987.53,2012-06-29,2011-06-07,SOUTH
10584,289,20000,300000,15987.53,2012-06-29,2011-07-07,SOUTH
10584,289,20000,300000,15987.53,2012-06-29,2011-08-06,SOUTH
10585,290,25000,1000000,20152.47,2008-11-30,2007-12-09,NORTH
10585,290,25000,1000000,20152.47,2008-11-30,2008-01-08,NORTH
10585,290,25000,1000000,20152.47,2008-11-30,2008-02-07,NORTH
10585,290,25000,1000000,20152.47,2008-11-30,2008-03-08,NORTH
10585,290,25000,1000000,20152.47,2008-11-30,2008-04-07,NORTH
10586,290,12500,800000,7550.13,2021-04-22,2020-11-30,NORTH
10586,290,12500,800000,7550.13,2021-04-22,2020-12-30,NORTH
10587,291,7500,300000,5429.01,2012-10-26,2011-07-13,EAST
10588,291,25000,600000,16870.56,2013-06-07,2013-02-15,EAST
10588,291,25000,600000,16870.56,2013-06-07,2013-03-17,EAST
10588,291,25000,600000,16870.56,2013-06-07,2013-04-16,EAST
10588,291,25000,600000,16870.56,2013-06-07,2013-05-16,EAST
10588,291,25000,600000,16870.56,2013-06-07,2013-06-15,EAST
10589,292,25000,300000,6680.84,2014-10-27,2014-07-31,EAST
10589,292,25000,300000,6680.84,2014-10-27,2014-08-30,EAST
10590,293,15000,800000,9230.62,2006-10-25,2006-03-06,EAST
10590,293,15000,800000,9230.62,2006-10-25,2006-04-05,EAST
10590,293,15000,800000,9230.62,2006-10-25,2006-05-05,EAST
10590,293,15000,800000,9230.62,2006-10-25,2006-06-04,EAST
10590,293,15000,800000,9230.62,2006-10-25,2006-07-04,EAST
10591,293,12500,300000,3539.52,2019-04-11,2019-01-24,EAST
10591,293,12500,300000,3539.52,2019-04-11,2019-02-23,EAST
10592,294,15000,300000,10824.6,2012-11-13,2011-10-16,EAST
10592,294,15000,300000,10824.6,2012-11-13,2011-11-15,EAST
10593,294,12500,400000,8215.46,2016-06-13,2015-05-27,EAST
10593,294,12500,400000,8215.46,2016-06-13,2015-06-26,EAST
10594,295,5000,200000,3244.93,2008-07-17,2007-09-11,SOUTH
10595,295,15000,600000,8034.73,2011-01-05,2010-01-17,SOUTH
10595,295,15000,600000,8034.73,2011-01-05,2010-02-16,SOUTH
10595,295,15000,600000,8034.73,2011-01-05,2010-03-18,SOUTH
10595,295,15000,600000,8034.73,2011-01-05,2010-04-17,SOUTH
10595,295,15000,600000,8034.73,2011-01-05,2010-05-17,SOUTH
10596,296,12500,500000,8648.95,2019-05-14,2018-04-19,EAST
10596,296,12500,500000,8648.95,2019-05-14,2018-05-19,EAST
10596,296,12500,500000,8648.95,2019-05-14,2018-06-18,EAST
10596,296,12500,500000,8648.95,2019-05-14,2018-07-18,EAST
10596,296,12500,500000,8648.95,2019-05-14,2018-08-17,EAST
10597,296,5000,400000,3498.19,2018-01-26,2017-10-26,EAST
10597,296,5000,400000,3498.19,2018-01-26,2017-11-25,EAST
10597,296,5000,400000,3498.19,2018-01-26,2017-12-25,EAST
10597,296,5000,400000,3498.19,2018-01-26,2018-01-24,EAST
10597,296,5000,400000,3498.19,2018-01-26,2018-02-23,EAST
10598,296,25000,800000,11891.44,2009-05-04,2009-02-23,EAST
10599,297,15000,1000000,8659.31,2016-12-10,2015-12-17,NORTH
10599,297,15000,1000000,8659.31,2016-12-10,2016-01-16,NORTH
10600,297,5000,300000,3096.86,2011-01-10,2009-08-27,NORTH
10600,297,5000,300000,3096.86,2011-01-10,2009-09-26,NORTH
10600,297,5000,300000,3096.86,2011-01-10,2009-10-26,NORTH
10600,297,5000,300000,3096.86,2011-01-10,2009-11-25,NORTH
10600,297,5000,300000,3096.86,2011-01-10,2009-12-25,NORTH
10601,297,12500,1000000,3576.65,2005-09-21,2005-02-13,NORTH
10601,297,12500,1000000,3576.65,2005-09-21,2005-03-15,NORTH
10601,297,12500,1000000,3576.65,2005-09-21,2005-04-14,NORTH
10601,297,12500,1000000,3576.65,2005-09-21,2005-05-14,NORTH
10601,297,12500,1000000,3576.65,2005-09-21,2005-06-13,NORTH
10602,298,7500,200000,2847.99,2010-07-30,2009-08-17,SOUTH
10603,299,10000,400000,3201.22,2008-09-21,2007-10-19,WEST
10603,299,10000,400000,3201.22,2008-09-21,2007-11-18,WEST
10603,299,10000,400000,3201.22,2008-09-21,2007-12-18,WEST
10604,300,5000,600000,3739.81,2012-01-02,2010-07-28,EAST
10604,300,5000,600000,3739.81,2012-01-02,2010-08-27,EAST
10604,300,5000,600000,3739.81,2012-01-02,2010-09-26,EAST
10604,300,5000,600000,3739.81,2012-01-02,2010-10-26,EAST
10604,300,5000,600000,3739.81,2012-01-02,2010-11-25,EAST
10605,300,15000,500000,6285.83,2016-02-12,2014-12-24,EAST
10605,300,15000,500000,6285.83,2016-02-12,2015-01-23,EAST
10605,300,15000,500000,6285.83,2016-02-12,2015-02-22,EAST
10605,300,15000,500000,6285.83,2016-02-12,2015-03-24,EAST
10605,300,15000,500000,6285.83,2016-02-12,2015-04-23,EAST
10606,300,15000,300000,4039.6,2019-09-22,2018-08-06,EAST
10607,301,7500,400000,5871.3,2007-03-10,2005-10-28,SOUTH
10607,301,7500,400000,5871.3,2007-03-10,2005-11-27,SOUTH
10607,301,7500,400000,5871.3,2007-03-10,2005-12-27,SOUTH
10608,302,15000,400000,4349.17,2017-12-08,2017-05-20,NORTH
10608,302,15000,400000,4349.17,2017-12-08,2017-06-19,NORTH
10608,302,15000,400000,4349.17,2017-12-08,2017-07-19,NORTH
10609,303,10000,400000,6548.38,2007-05-15,2006-09-02,SOUTH
10609,303,10000,400000,6548.38,2007-05-15,2006-10-02,SOUTH
10609,303,10000,400000,6548.38,2007-05-15,2006-11-01,SOUTH
10610,303,5000,400000,2488.7,2015-02-01,2013-12-22,SOUTH
10610,303,5000,400000,2488.7,2015-02-01,2014-01-21,SOUTH
10610,303,5000,400000,2488.7,2015-02-01,2014-02-20,SOUTH
10610,303,5000,400000,2488.7,2015-02-01,2014-03-22,SOUTH
10610,303,5000,400000,2488.7,2015-02-01,2014-04-21,SOUTH
10611,303,5000,800000,1942.9,2018-03-19,2017-01-08,SOUTH
10611,303,5000,800000,1942.9,2018-03-19,2017-02-07,SOUTH
10612,304,20000,800000,11159.98,2014-08-30,2013-05-07,WEST
10612,304,20000,800000,11159.98,2014-08-30,2013-06-06,WEST
10613,304,10000,1000000,4652.59,2015-03-10,2014-06-01,WEST
10614,304,10000,200000,2769.93,2011-06-18,2010-07-21,WEST
10614,304,10000,200000,2769.93,2011-06-18,2010-08-20,WEST
10614,304,10000,200000,2769.93,2011-06-18,2010-09-19,WEST
10614,304,10000,200000,2769.93,2011-06-18,2010-10-19,WEST
10615,305,20000,200000,16729.44,2007-02-25,2006-06-25,SOUTH
10615,305,20000,200000,16729.44,2007-02-25,2006-07-25,SOUTH
10615,305,20000,200000,16729.44,2007-02-25,2006-08-24,SOUTH
10615,305,20000,200000,16729.44,2007-02-25,2006-09-23,SOUTH
10616,305,10000,200000,4640.09,2008-08-01,2008-04-13,SOUTH
10616,305,10000,200000,4640.09,2008-08-01,2008-05-13,SOUTH
10617,305,25000,200000,14213.32,2013-11-25,2013-06-29,SOUTH
10617,305,25000,200000,14213.32,2013-11-25,2013-07-29,SOUTH
10618,306,15000,400000,9007.66,2017-02-15,2015-12-25,SOUTH
10618,306,15000,400000,9007.66,2017-02-15,2016-01-24,SOUTH
10619,306,15000,200000,3503.61,2018-10-17,2017-05-16,SOUTH
10620,307,25000,800000,21940.0,2010-03-03,2009-01-20,SOUTH
10620,307,25000,800000,21940.0,2010-03-03,2009-02-19,SOUTH
10620,307,25000,800000,21940.0,2010-03-03,2009-03-21,SOUTH
10620,307,25000,800000,21940.0,2010-03-03,2009-04-20,SOUTH
10620,307,25000,800000,21940.0,2010-03-03,2009-05-20,SOUTH
10621,307,25000,500000,15365.43,2018-03-17,2017-05-17,SOUTH
10621,307,25000,500000,15365.43,2018-03-17,2017-06-16,SOUTH
10622,308,20000,300000,5769.16,2021-06-27,2020-05-27,NORTH
10622,308,20000,300000,5769.16,2021-06-27,2020-06-26,NORTH
10622,308,20000,300000,5769.16,2021-06-27,2020-07-26,NORTH
10622,308,20000,300000,5769.16,2021-06-27,2020-08-25,NORTH
10622,308,20000,300000,5769.16,2021-06-27,2020-09-24,NORTH
10623,308,10000,200000,7077.93,2019-03-08,2017-09-24,NORTH
10623,308,10000,200000,7077.93,2019-03-08,2017-10-24,NORTH
10623,308,10000,200000,7077.93,2019-03-08,2017-11-23,NORTH
10623,308,10000,200000,7077.93,2019-03-08,2017-12-23,NORTH
10624,309,12500,800000,4102.16,2021-01-06,2020-03-18,NORTH
10625,309,10000,400000,5644.16,2016-04-11,2015-07-07,NORTH
10625,309,10000,400000,5644.16,2016-04-11,2015-08-06,NORTH
10625,309,10000,400000,5644.16,2016-04-11,2015-09-05,NORTH
10625,309,10000,400000,5644.16,2016-04-11,2015-10-05,NORTH
10626,310,25000,200000,12114.01,2012-06-09,2011-11-06,NORTH
10626,310,25000,200000,12114.01,2012-06-09,2011-12-06,NORTH
10626,310,25000,200000,12114.01,2012-06-09,2012-01-05,NORTH
10626,310,25000,200000,12114.01,2012-06-09,2012-02-04,NORTH
10626,310,25000,200000,12114.01,2012-06-09,2012-03-05,NORTH
10627,310,5000,200000,1840.13,2008-03-17,2007-01-09,NORTH
10628,310,5000,200000,2000.48,2009-11-28,2008-09-14,NORTH
10628,310,5000,200000,2000.48,2009-11-28,2008-10-14,NORTH
10628,310,5000,200000,2000.48,2009-11-28,2008-11-13,NORTH
10629,311,15000,800000,8036.39,2014-11-12,2014-07-06,WEST
10629,311,15000,800000,8036.39,2014-11-12,2014-08-05,WEST
10629,311,15000,800000,8036.39,2014-11-12,2014-09-04,WEST
10629,311,15000,800000,8036.39,2014-11-12,2014-10-04,WEST
10630,311,15000,800000,7257.45,2020-09-14,2020-05-14,WEST
10630,311,15000,800000,7257.45,2020-09-14,2020-06-13,WEST
10631,312,12500,800000,9059.59,2006-01-28,2005-03-01,WEST
10631,312,12500,800000,9059.59,2006-01-28,2005-03-31,WEST
10631,312,12500,800000,9059.59,2006-01-28,2005-04-30,WEST
10632,312,20000,600000,12503.23,2020-01-20,2019-10-31,WEST
10632,312,20000,600000,12503.23,2020-01-20,2019-11-30,WEST
10632,312,20000,600000,12503.23,2020-01-20,2019-12-30,WEST
10633,312,7500,300000,3427.02,2020-05-25,2020-02-17,WEST
10634,313,12500,500000,3991.73,2013-08-15,2012-12-04,SOUTH
10635,314,25000,600000,18412.24,2021-08-02,2020-03-25,EAST
10636,315,10000,400000,2015.64,2012-03-04,2011-09-17,NORTH
10637,316,10000,800000,7780.09,2014-09-18,2013-10-30,SOUTH
10638,316,25000,500000,11225.52,2015-08-19,2015-05-22,SOUTH
10639,316,10000,400000,2036.08,2015-08-22,2015-04-30,SOUTH
10640,317,5000,200000,2722.16,2014-10-14,2014-01-07,EAST
10640,317,5000,200000,2722.16,2014-10-14,2014-02-06,EAST
10640,317,5000,200000,2722.16,2014-10-14,2014-03-08,EAST
10641,317,7500,500000,6293.82,2017-03-16,2016-11-13,EAST
10641,317,7500,500000,6293.82,2017-03-16,2016-12-13,EAST
10642,317,10000,300000,4767.51,2009-04-24,2008-06-28,EAST
10642,317,10000,300000,4767.51,2009-04-24,2008-07-28,EAST
10642,317,10000,300000,4767.51,2009-04-24,2008-08-27,EAST
10642,317,10000,300000,4767.51,2009-04-24,2008-09-26,EAST
10642,317,10000,300000,4767.51,2009-04-24,2008-10-26,EAST
10643,318,15000,1000000,4141.3,2015-02-23,2014-08-10,SOUTH
10644,318,7500,300000,5422.23,2020-05-19,2019-09-21,SOUTH
10645,319,5000,300000,1140.9,2021-06-20,2020-11-27,SOUTH
10645,319,5000,300000,1140.9,2021-06-20,2020-12-27,SOUTH
10646,320,7500,800000,6478.97,2012-11-14,2012-06-06,EAST
10646,320,7500,800000,6478.97,2012-11-14,2012-07-06,EAST
10646,320,7500,800000,6478.97,2012-11-14,2012-08-05,EAST
10646,320,7500,800000,6478.97,2012-11-14,2012-09-04,EAST
10647,320,12500,600000,9498.43,2008-07-10,2007-09-01,EAST
10648,321,15000,800000,11852.16,2013-06-28,2012-04-15,SOUTH
10648,321,15000,800000,11852.16,2013-06-28,2012-05-15,SOUTH
10648,321,15000,800000,11852.16,2013-06-28,2012-06-14,SOUTH
10648,321,15000,800000,11852.16,2013-06-28,2012-07-14,SOUTH
10649,321,5000,1000000,1441.43,2008-02-21,2007-12-13,SOUTH
10649,321,5000,1000000,1441.43,2008-02-21,2008-01-12,SOUTH
10649,321,5000,1000000,1441.43,2008-02-21,2008-02-11,SOUTH
10649,321,5000,1000000,1441.43,2008-02-21,2008-03-12,SOUTH
10649,321,5000,1000000,1441.43,2008-02-21,2008-04-11,SOUTH
10650,321,25000,800000,5910.7,2016-09-17,2016-03-20,SOUTH
10650,321,25000,800000,5910.7,2016-09-17,2016-04-19,SOUTH
10650,321,25000,800000,5910.7,2016-09-17,2016-05-19,SOUTH
10651,322,5000,500000,2013.13,2019-03-25,2018-05-24,WEST
10652,322,7500,600000,5328.56,2007-03-26,2006-11-08,WEST
10652,322,7500,600000,5328.56,2007-03-26,2006-12-08,WEST
10652,322,7500,600000,5328.56,2007-03-26,2007-01-07,WEST
10652,322,7500,600000,5328.56,2007-03-26,2007-02-06,WEST
10652,322,7500,600000,5328.56,2007-03-26,2007-03-08,WEST
10653,323,25000,400000,9328.7,2012-06-14,2011-04-23,EAST
10654,324,25000,1000000,17270.04,2015-12-09,2015-08-19,EAST
10654,324,25000,1000000,17270.04,2015-12-09,2015-09-18,EAST
10655,324,7500,1000000,4801.77,2019-09-13,2018-09-16,EAST
10655,324,7500,1000000,4801.77,2019-09-13,2018-10-16,EAST
10655,324,7500,1000000,4801.77,2019-09-13,2018-11-15,EAST
10656,325,12500,200000,11165.99,2008-04-01,2007-09-14,EAST
10656,325,12500,200000,11165.99,2008-04-01,2007-10-14,EAST
10656,325,12500,200000,11165.99,2008-04-01,2007-11-13,EAST
10657,326,7500,200000,1767.52,2006-10-09,2005-05-25,WEST
10657,326,7500,200000,1767.52,2006-10-09,2005-06-24,WEST
10657,326,7500,200000,1767.52,2006-10-09,2005-07-24,WEST
10657,326,7500,200000,1767.52,2006-10-09,2005-08-23,WEST
10658,327,20000,300000,8706.49,2012-05-07,2011-11-16,SOUTH
10659,327,12500,800000,5162.54,2006-08-12,2006-05-18,SOUTH
10659,327,12500,800000,5162.54,2006-08-12,2006-06-17,SOUTH
10659,327,12500,800000,5162.54,2006-08-12,2006-07-17,SOUTH
10659,327,12500,800000,5162.54,2006-08-12,2006-08-16,SOUTH
10659,327,12500,800000,5162.54,2006-08-12,2006-09-15,SOUTH
10660,328,20000,500000,8477.77,2011-10-21,2011-04-18,WEST
10660,328,20000,500000,8477.77,2011-10-21,2011-05-18,WEST
10660,328,20000,500000,8477.77,2011-10-21,2011-06-17,WEST
10661,328,5000,200000,3606.64,2010-03-02,2009-01-28,WEST
10661,328,5000,200000,3606.64,2010-03-02,2009-02-27,WEST
10661,328,5000,200000,3606.64,2010-03-02,2009-03-29,WEST
